st_tefferr2,st_raderr2,st_teff,pl_trandep,pl_orbpererr1,st_raderr1,pl_radeerr2,pl_insol,pl_trandeperr2,pl_insolerr1,st_tefferr1,pl_insolerr2,pl_trandeperr1,pl_orbper,pl_eqt,pl_orbpererr2,dec,ra,st_rad,pl_rade,pl_radeerr1,disposition,source,pl_rad_to_star_rad_ratio,pl_signal_significance
-129.2,-0.06,5599.0,3166.0,9.5e-06,0.06,-2.13739,143.363,-2227.35,0.0,129.2,0.0,2227.35,4.4156851,964.0,-9.5e-06,-40.64736,152.56752,1.1,7.75741,2.13739,CANDIDATE,TESS,7.052190909090909,1.4214200731811346
-131.1,-0.07,5973.0,5095.0,2.5e-05,0.07,-0.580344,599.933,-286.041,0.0,131.1,0.0,286.041,4.4581792,1378.0,-2.5e-05,-42.861181,149.365272,1.43,9.08219,0.580344,CANDIDATE,TESS,6.351181818181819,17.812131827255534
-142.9,-0.1,7304.0,5325.0,2.64e-05,0.1,-0.799926,2760.2,-202.874,0.0,142.9,0.0,202.874,5.0711656,2019.0,-2.64e-05,-44.584808,139.172161,2.43,15.3998,0.799926,CANDIDATE,TESS,6.337366255144032,26.247818843222888
-130.2,-0.1,6166.0,6493.0,1.4e-05,0.1,-0.8431,835.02,-279.466,0.0,130.2,0.0,279.466,3.9535041,1497.0,-1.4e-05,-47.02428,151.611142,1.98,13.6119,0.8431,CANDIDATE,TESS,6.87469696969697,23.233595499989264
-122.0,0.0,5657.0,4454.0,1.74e-05,0.0,0.0,410.019,-132.388,0.0,122.0,0.0,132.388,6.8328077,1253.0,-1.74e-05,-76.245719,102.292945,1.45,9.18199,0.0,CANDIDATE,TESS,6.332406896551725,33.64353264646343
-157.0,-0.02,3792.0,40821.0,0.0002036,0.02,-0.724781,6.40691,-3774.98,0.0,157.0,0.0,3774.98,15.8951857,443.0,-0.0002036,-63.490143,153.470526,0.57,11.9336,0.724781,CANDIDATE,TESS,20.936140350877196,10.813567224197215
-122.0,0.0,5555.0,12002.0,4.75e-05,0.0,0.0,83.886,-529.45,0.0,122.0,0.0,529.45,13.0795854,843.0,-4.75e-05,-49.245674,144.065386,0.92,9.66071,0.0,CANDIDATE,TESS,10.500771739130434,22.66880725280952
-126.8,-0.05,4930.0,5142.0,1.96e-05,0.05,-0.512482,48.3829,-517.93,0.0,126.8,0.0,517.93,5.267165,734.0,-1.96e-05,-30.249932,160.602735,0.8,6.02919,0.512482,CANDIDATE,TESS,7.5364875,9.927982545903888
-157.0,-0.01,3003.0,223710.0,7e-07,0.01,-0.309282,0.172006,-1028.65,0.0,157.0,0.0,1028.65,18.9926881,179.0,-7e-07,-33.6655,180.764269,0.21,10.231,0.309282,CONFIRMED,TESS,48.71904761904762,217.47922033733533
-130.0,-0.12,6237.0,4365.0,1e-05,0.12,-0.851652,1136.7,-111.973,0.0,130.0,0.0,111.973,5.6022404,1617.0,-1e-05,-63.641065,139.106048,2.49,16.2862,0.851652,CANDIDATE,TESS,6.540642570281125,38.98261187964956
-231.6,0.0,8576.7,3990.0,2.2e-06,0.0,0.0,63832.9,-1354.89,0.0,231.6,0.0,1354.89,1.0697877,4428.0,-2.2e-06,-11.147333,92.105662,0.0,0.0,0.0,CANDIDATE,TESS,0.0,2.9448885149347914
-134.4,-0.06,5983.0,7798.0,0.0002483,0.06,-0.626495,10.8495,-382.554,0.0,134.4,0.0,382.554,37.98781,505.0,-0.0002483,-63.735512,143.692557,1.29,10.1109,0.626495,CANDIDATE,TESS,7.837906976744186,20.38405035628957
-129.9,-0.05,6012.0,9216.0,9.13e-05,0.05,-0.568296,37.4782,-471.384,0.0,129.9,0.0,471.384,21.5962209,689.0,-9.13e-05,-69.488366,155.164204,1.09,9.42089,0.568296,CANDIDATE,TESS,8.643018348623853,19.550939361539637
-122.0,0.0,6421.0,4644.0,1.21e-05,0.0,0.0,368.009,-425.909,0.0,122.0,0.0,425.909,2.5011016,1220.0,-1.21e-05,-39.092019,151.587915,2.25,15.7428,0.0,CANDIDATE,TESS,6.9968,10.9037376528789
-157.0,-0.02,3642.0,20899.0,5.5e-06,0.02,-0.451893,33.5202,-1263.57,0.0,157.0,0.0,1263.57,2.4214702,670.0,-5.5e-06,-69.854207,64.961341,0.64,9.94252,0.451893,CANDIDATE,TESS,15.5351875,16.53964560728729
-293.9,-0.08,9833.0,6216.0,6.7e-06,0.08,-0.68278,9268.26,-139.375,0.0,293.9,0.0,139.375,4.0236761,2733.0,-6.7e-06,-54.905421,143.52393,2.14,16.953,0.68278,CANDIDATE,TESS,7.921962616822429,44.59910313901345
-122.0,0.0,5709.0,6444.0,1.77e-05,0.0,0.0,963.383,-310.428,0.0,122.0,0.0,310.428,3.8149372,1552.0,-1.77e-05,-43.515162,153.714224,1.89,13.2182,0.0,CANDIDATE,TESS,6.993756613756614,20.75843673895396
-122.0,0.0,5972.0,6440.0,0.0002219,0.0,0.0,46.6035,-703.222,0.0,122.0,0.0,703.222,18.8392786,727.0,-0.0002219,-52.953355,155.886327,1.42,10.5098,0.0,CANDIDATE,TESS,7.401267605633803,9.157847735139118
-135.0,-0.05,6478.0,3523.0,4.8e-06,0.05,-0.454911,235.909,-338.291,0.0,135.0,0.0,338.291,2.6185048,1091.0,-4.8e-06,-41.525772,143.595647,1.04,6.08823,0.454911,CANDIDATE,TESS,5.854067307692308,10.414110928165396
-122.0,0.0,5147.0,3203.0,6.2e-06,0.0,0.0,292.313,-276.96,0.0,122.0,0.0,276.96,2.1978944,1151.0,-6.2e-06,-53.343307,151.834712,2.61,15.7016,0.0,CANDIDATE,TESS,6.015938697318008,11.564846909300982
-75.8,0.0,4953.5,3143.0,3.06e-05,0.0,0.0,371.029,-89.375,0.0,75.8,0.0,89.375,10.397262,1222.0,-3.06e-05,-24.719427,162.168812,2.47,13.8002,0.0,CANDIDATE,TESS,5.587125506072874,35.16643356643357
0.0,-0.04,5903.0,445.0,6.2e-06,0.04,-0.10949,647.901,-22.3254,0.0,0.0,0.0,22.3254,3.9846589,1405.0,-6.2e-06,-24.099186,149.123515,1.03,2.12827,0.10949,CONFIRMED,TESS,2.0662815533980585,19.932453617852314
-190.2,-0.25,5200.0,2969.0,3.73e-05,0.25,-1.91447,44.5994,-355.005,0.0,190.2,0.0,355.005,7.6016156,719.0,-3.73e-05,-51.073956,137.2905,3.38,19.3547,1.91447,CANDIDATE,TESS,5.726242603550296,8.363262489260714
-157.0,-0.02,3873.0,41493.0,5.9e-06,0.02,-0.489378,31.7588,-1793.79,0.0,157.0,0.0,1793.79,3.581253,661.0,-5.9e-06,-57.035477,81.237585,0.58,12.2522,0.489378,CANDIDATE,TESS,21.12448275862069,23.131470238991188
-130.1,-0.05,5109.0,1843.0,1.82e-05,0.05,-1.55542,453.403,-1530.0,0.0,130.1,0.0,1530.0,4.7383479,1285.0,-1.82e-05,-32.592827,156.403066,0.89,4.7507,1.55542,CANDIDATE,TESS,5.337865168539326,1.2045751633986927
-65.7,-0.06,5816.0,11239.0,6.5e-06,0.06,-0.661369,214.334,-135.969,0.0,65.7,0.0,135.969,7.809463,1065.0,-6.5e-06,-64.437403,103.402787,1.33,14.0451,0.661369,CANDIDATE,TESS,10.560225563909773,82.65854716883996
-157.0,-0.02,3254.0,51018.0,5e-07,0.02,-0.914562,37.4851,-6902.48,0.0,157.0,0.0,6902.48,0.8515408,689.0,-5e-07,-62.647058,135.557036,0.54,16.072,0.914562,CANDIDATE,TESS,29.76296296296296,7.391256475933289
-122.0,0.0,5794.0,19143.0,9e-07,0.0,0.0,0.0186537,-194.132,0.0,122.0,0.0,194.132,731.3548427,102.0,-9e-07,-45.085546,162.271012,1.12,15.334,0.0,CANDIDATE,TESS,13.691071428571426,98.60816351760657
-122.3,-0.05,5167.0,6095.0,6.57e-05,0.05,-0.649392,16.3125,-671.389,0.0,122.3,0.0,671.389,14.7478214,559.0,-6.57e-05,-31.535144,174.125644,0.96,7.68311,0.649392,CANDIDATE,TESS,8.003239583333334,9.078194608490756
-157.0,-0.02,3493.0,49190.0,2.07e-05,0.02,-0.720163,10.8749,-3026.39,0.0,157.0,0.0,3026.39,5.389491,505.0,-2.07e-05,-59.673478,141.611472,0.67,14.3807,0.720163,CANDIDATE,TESS,21.46373134328358,16.253688387815185
-122.0,0.0,5602.0,13469.0,1.1e-06,0.0,0.0,0.002443,-210.262,0.0,122.0,0.0,210.262,1484.1934287,61.0,-1.1e-06,-27.523698,164.296604,0.8,8.94439,0.0,CANDIDATE,TESS,11.1804875,64.05817503876116
-121.1,-0.06,4526.0,1021.0,3.83e-05,0.06,-0.224523,32.4591,-99.9684,0.0,121.1,0.0,99.9684,7.4476397,664.0,-3.83e-05,-33.155027,160.949007,0.73,2.1911,0.224523,CANDIDATE,TESS,3.0015068493150685,10.213227379852032
-193.0,-0.09,6054.0,3983.64,4e-05,0.09,-5.31915,21261.5,-236.038,0.0,193.0,0.0,236.038,0.68831,3364.0,-4e-05,-45.426185,144.77363,3.13,21.715,5.31915,FALSE POSITIVE,TESS,6.937699680511182,16.87711300722765
-123.7,-0.06,4189.0,1795.0,2.84e-05,0.06,-0.347358,56.7571,-217.842,0.0,123.7,0.0,217.842,5.332805,764.0,-2.84e-05,-35.341072,164.676291,0.7,2.92256,0.347358,CANDIDATE,TESS,4.175085714285714,8.239917004067168
-122.0,0.0,5186.0,7620.0,2.54e-05,0.0,0.0,537.53,-352.415,0.0,122.0,0.0,352.415,4.416076,1341.0,-2.54e-05,-50.725186,142.493224,2.32,16.839,0.0,CANDIDATE,TESS,7.258189655172414,21.62223514890115
-130.4,-0.08,6229.4,14590.0,4.8e-06,0.08,-1.03592,217.531,-504.026,0.0,130.4,0.0,504.026,5.4736892,1069.0,-4.8e-06,-39.710775,151.681083,1.5,18.8155,1.03592,CANDIDATE,TESS,12.543666666666667,28.94691940495133
-123.0,0.0,8849.0,5530.0,1.08e-05,0.0,0.0,6267.38,-267.874,0.0,123.0,0.0,267.874,2.8656356,2478.0,-1.08e-05,-56.545537,156.617346,1.56,11.1837,0.0,CANDIDATE,TESS,7.169038461538461,20.64403413545174
0.0,0.0,0.0,5344.0,3.82e-05,0.0,0.0,0.0,-222.935,0.0,0.0,0.0,222.935,3.4542618,0.0,-3.82e-05,-56.263899,163.090977,0.0,0.0,0.0,CANDIDATE,TESS,0.0,23.97111265615538
-135.4,-0.07,6838.0,2451.0,0.0001229,0.07,-0.538369,40.967,-183.05,0.0,135.4,0.0,183.05,20.8359197,704.0,-0.0001229,-58.758544,132.023404,1.71,7.56184,0.538369,CANDIDATE,TESS,4.42212865497076,13.389784211963944
-122.0,0.0,6030.0,4699.0,3.94e-05,0.0,0.0,695.384,-379.192,0.0,122.0,0.0,379.192,4.2380294,1430.0,-3.94e-05,-48.275231,144.357907,0.99,6.48085,0.0,CANDIDATE,TESS,6.5463131313131315,12.392139074664023
-140.4,-0.05,5005.4,1747.0,2.82e-05,0.05,-0.324388,252.255,-161.13,0.0,140.4,0.0,161.13,3.6477926,1110.0,-2.82e-05,-49.077328,165.14022,0.98,3.9626,0.324388,CANDIDATE,TESS,4.043469387755103,10.842177124061317
-130.3,-0.09,6219.0,2864.0,2.47e-05,0.09,-0.579763,860.489,-148.975,0.0,130.3,0.0,148.975,5.7180689,1508.0,-2.47e-05,-54.573252,166.557921,1.83,9.5585,0.579763,CANDIDATE,TESS,5.223224043715847,19.224702131230075
-122.0,0.0,7743.0,5263.0,9e-06,0.0,0.0,3031.27,-494.494,0.0,122.0,0.0,494.494,2.3645949,2067.0,-9e-06,-48.27263,152.680945,2.02,14.3865,0.0,CANDIDATE,TESS,7.122029702970297,10.643202950895258
-86.0,-0.0127854,3433.0,2892.4227936,3.1e-06,0.0127854,-0.1346004,59.3669472,-122.99816,0.0,86.0,0.0,122.99816,1.5275639,707.9554489,-3.1e-06,-5.547545,164.724551,0.427953,2.6103318,0.1346004,CONFIRMED,TESS,6.0995758880063935,23.51598425212215
-122.0,0.0,5643.0,7453.0,1.89e-05,0.0,0.0,316.305,-531.268,0.0,122.0,0.0,531.268,4.5127799,1174.0,-1.89e-05,-30.221599,179.97778,1.25,10.6956,0.0,CANDIDATE,TESS,8.55648,14.028701145184726
-138.3,-0.05,5419.4,275.0,0.0001306,0.05,-0.100661,449.719,-23.8932,0.0,138.3,0.0,23.8932,5.8991458,1282.0,-0.0001306,-58.794138,157.243507,0.76,1.10037,0.100661,CANDIDATE,TESS,1.447855263157895,11.509550834547067
-128.5,-0.09,6071.0,655.0,3.16e-05,0.09,-3.45898,25813.2,-1659.19,0.0,128.5,0.0,1659.19,2.4018591,3531.0,-3.16e-05,-59.692251,198.58223,1.86,10.1612,3.45898,FALSE POSITIVE,TESS,5.463010752688171,0.3947709424478209
-128.6,-0.06,5759.0,723.0,0.000124,0.06,-0.899163,861.828,-371.763,0.0,128.6,0.0,371.763,15.5523703,1509.0,-0.000124,-58.058789,183.61147,1.18,3.54892,0.899163,CANDIDATE,TESS,3.0075593220338983,1.9447874048789149
-100.9,-0.08,4935.7,748.0,8.6e-06,0.08,-0.279664,332.475,-42.0998,0.0,100.9,0.0,42.0998,3.6249482,1189.0,-8.6e-06,-48.140748,190.158097,1.94,5.1321,0.279664,CANDIDATE,TESS,2.6454123711340207,17.767305307863694
-124.3,-0.11,6315.0,670.0,3.55e-05,0.11,-0.452494,233.759,-57.1926,0.0,124.3,0.0,57.1926,5.6177467,1089.0,-3.55e-05,-43.953561,187.651542,2.48,5.60938,0.452494,CANDIDATE,TESS,2.261846774193548,11.714802264628641
-133.074,-0.0947234,6113.0,7198.7471125,0.0004781,0.0947234,-0.9640704,1619.4059744,-248.2248,0.0,133.074,0.0,248.2248,3.3779614,1617.9261106,-0.0004781,-24.42739,191.702821,1.6616499,14.3326751,0.9640704,CONFIRMED,TESS,8.625568538836008,29.00091816973969
-124.0,0.0,4588.0,51089.4348604,0.0003463,0.0,-2.0446618,528.4147032,-4659.986,0.0,124.0,0.0,4659.986,1.4328255,1222.8226457,-0.0003463,-61.446859,163.101036,0.817544,18.2238418,2.0446618,CONFIRMED,TESS,22.29096146507099,10.963430976058726
-130.1,-0.0898845,6619.0,2857.1912379,0.00029,0.0898845,-1.5380366,742.9187125,-257.7042,0.0,130.1,0.0,257.7042,8.5473,1331.5426262,-0.00029,-69.344177,132.767883,1.89911,10.3970349,1.5380366,CANDIDATE,TESS,5.4746880907372395,11.087096127653332
-128.22,-0.0801985,5681.0,14668.3220679,5.13e-05,0.0801985,-1.0049143,527.4088544,-174.14355,0.0,128.22,0.0,174.14355,6.1079575,1222.2403125,-5.13e-05,-52.933311,84.858988,1.56062,19.1369245,1.0049143,CANDIDATE,TESS,12.262385782573594,84.2312107907528
0.0,-0.0486734,5568.0,22614.8958863,3e-07,0.0486734,-0.778972,3170.9888441,-93.17087,0.0,0.0,0.0,93.17087,0.7888389,1913.8964113,-3e-07,-45.659108,148.416767,1.0280499,16.4131054,0.778972,CONFIRMED,TESS,15.965280868175755,242.72496206486
-89.6,-0.07,6649.3,5765.0,7.1e-06,0.07,-0.578038,2475.48,-78.4733,0.0,89.6,0.0,78.4733,6.9153868,1965.0,-7.1e-06,-41.135631,121.454664,2.05,15.9616,0.578038,CANDIDATE,TESS,7.786146341463415,73.4644777268192
0.0,-0.0659899,5854.0,4826.8656037,0.0003679,0.0659899,-0.5455733,341.0877558,-252.26306,0.0,0.0,0.0,252.26306,6.9593972,1096.0649295,-0.0003679,-40.835896,207.526001,1.33729,9.3800527,0.5455733,CONFIRMED,TESS,7.014224812867814,19.13425455038879
-45.2,-0.0829172,5933.0,7558.7070106,2.78e-05,0.0829172,-0.7918215,1366.8847119,-152.95926,0.0,45.2,0.0,152.95926,3.2706204,1550.7890331,-2.78e-05,-56.715996,74.756626,1.53146,13.5836554,0.7918215,CANDIDATE,TESS,8.86974220678307,49.416472141667
-135.9,-0.11,5829.0,380.0,4.8e-05,0.11,-0.350518,973.329,-37.6916,0.0,135.9,0.0,37.6916,3.6342494,1556.0,-4.8e-05,-61.182993,209.162375,2.31,4.36152,0.350518,CANDIDATE,TESS,1.8881038961038958,10.081821944412017
-132.2,-0.08,5650.0,695.0,1.28e-05,0.08,-0.28185,787.265,-58.1651,0.0,132.2,0.0,58.1651,2.6141047,1475.0,-1.28e-05,-33.249367,241.922414,1.46,3.60255,0.28185,CANDIDATE,TESS,2.4675,11.948745897453971
-135.6,-0.08,6802.0,634.0,0.0001195,0.08,-0.307819,371.461,-44.8632,0.0,135.6,0.0,44.8632,10.1298877,1223.0,-0.0001195,-68.384542,223.62771,1.9,3.76774,0.307819,CANDIDATE,TESS,1.983021052631579,14.13184971201341
-126.5,-0.07,5996.0,2427.0,9.76e-05,0.07,-0.362215,69.6232,-117.709,0.0,126.5,0.0,117.709,12.9623248,804.0,-9.76e-05,-41.559703,213.667189,1.39,5.94559,0.362215,CANDIDATE,TESS,4.277402877697842,20.618644283784587
-128.8,-0.06,6018.0,846.0,0.0001016,0.06,-0.25235,60.8025,-73.7726,0.0,128.8,0.0,73.7726,12.5383316,777.0,-0.0001016,-45.012267,228.503044,1.23,3.44886,0.25235,CANDIDATE,TESS,2.803951219512195,11.467672279409971
-124.6,-0.06,4504.0,1177.0,4.52e-05,0.06,-0.238346,22.3356,-111.444,0.0,124.6,0.0,111.444,9.5327064,605.0,-4.52e-05,-52.831718,216.133991,0.72,2.39108,0.238346,CANDIDATE,TESS,3.3209444444444447,10.561358170919924
-134.0,-0.06,5878.0,2996.0,0.000132,0.06,-0.394604,25.9335,-169.988,0.0,134.0,0.0,169.988,733.3796728,628.0,-0.000132,-62.169938,202.157881,1.22,6.17234,0.394604,CANDIDATE,TESS,5.059295081967213,17.624773513424476
0.0,-0.0747613,4400.0,25866.83474,3e-07,0.0747613,-1.2943878,680.8952697,-86.57887,0.0,0.0,0.0,86.57887,0.8134733,1302.836235,-3e-07,-9.806443,154.908187,0.757649,13.1118363,1.2943878,CONFIRMED,TESS,17.30595077667891,298.7661393594072
-122.0,0.0,4999.0,1590.0,7.7e-06,0.0,0.0,68.2123,-126.754,0.0,122.0,0.0,126.754,3.1739329,800.0,-7.7e-06,-38.690224,245.224446,3.95,15.5264,0.0,CANDIDATE,TESS,3.93073417721519,12.543982832888902
-67.1,-0.115779,5983.0,5981.4894009,0.0005437,0.115779,-1.0582447,2355.1265087,-187.53929,0.0,67.1,0.0,187.53929,4.0947485,1776.737668,-0.0005437,-32.363352,220.299751,2.1987801,17.3607607,1.0582447,CANDIDATE,TESS,7.8956329921305,31.894593399068537
-133.643,-0.103915,5476.0,11063.0791519,0.0001059,0.103915,-1.1568129,2283.8953939,-162.92564,0.0,133.643,0.0,162.92564,2.4053036,1763.1481335,-0.0001059,-55.712303,212.200442,1.84636,19.9376761,1.1568129,CANDIDATE,TESS,10.798368736324445,67.90262816767208
-128.9,-0.0789799,5904.0,8800.6144816,0.0001164,0.0789799,-0.7646022,1257.4270919,-56.21139,0.0,128.9,0.0,56.21139,3.9854465,1518.7645545,-0.0001164,-56.156449,205.817879,1.71105,16.4220671,0.7646022,CANDIDATE,TESS,9.597654714941118,156.5628332905484
-129.78,-0.081691,6210.0,1704.0444879,5.63e-05,0.081691,-1.4169456,7881.8722822,-117.49211,0.0,129.78,0.0,117.49211,0.8778729,2403.1290748,-5.63e-05,-34.057153,218.729436,1.46319,6.173706,1.4169456,CANDIDATE,TESS,4.219346769729153,14.5034801732644
-130.9,-0.177528,6457.0,3059.0689425,0.0012448,0.177528,-1.9151498,817.5602045,-305.93555,0.0,130.9,0.0,305.93555,7.5837846,1363.7968578,-0.0012448,-40.167615,225.706366,1.89487,10.7098887,1.9151498,CANDIDATE,TESS,5.652044045237932,9.999063340301577
-133.48,-0.0493869,5524.0,6987.092161,0.000596,0.0493869,-9.698448,219.1762514,-749.0587,0.0,133.48,0.0,749.0587,4.9486116,981.3368862,-0.000596,-34.496057,219.042483,0.912363,10.6945832,9.698448,CANDIDATE,TESS,11.721851061474435,9.327829929750498
-131.986,-0.0660302,6332.0,15418.7232538,0.001604,0.0660302,-0.8924608,155.7889305,-313.3618,0.0,131.986,0.0,313.3618,17.4368079,901.0603895,-0.001604,-58.476742,194.684003,1.47515,18.6840757,0.8924608,CANDIDATE,TESS,12.665881910314207,49.20422097971099
-157.0,-0.02,3322.0,36149.0,8e-07,0.02,-0.645731,3.66917,-681.855,0.0,157.0,0.0,681.855,5.9337178,385.0,-8e-07,-46.780305,184.800928,0.53,19.9345,0.645731,CANDIDATE,TESS,37.612264150943396,53.015670487127025
-188.0,-0.0608568,6122.0,9861.079392,5.9e-06,0.0608568,-0.6644163,616.12218,-169.49892,0.0,188.0,0.0,169.49892,4.5696698,1270.6807784,-5.9e-06,-33.218503,147.4067,1.28306,13.0582928,0.6644163,CONFIRMED,TESS,10.177460757875703,58.17783023042271
-110.4,-0.07,5754.2,4626.0,4.24e-05,0.07,-0.537523,72.3255,-259.193,0.0,110.4,0.0,259.193,10.9799801,812.0,-4.24e-05,-45.743629,190.438688,1.34,8.3173,0.537523,CANDIDATE,TESS,6.206940298507462,17.847704220407188
-132.7,-0.05,5835.0,1405.0,5.95e-05,0.05,-0.255598,90.3933,-106.878,0.0,132.7,0.0,106.878,11.5379235,859.0,-5.95e-05,-42.826302,206.394609,1.01,3.827,0.255598,CANDIDATE,TESS,3.789108910891089,13.145829824659893
-122.0,0.0,5707.0,6153.0,2.39e-05,0.0,0.0,721.653,-382.797,0.0,122.0,0.0,382.797,3.6462287,1443.0,-2.39e-05,-34.634937,200.007062,1.84,14.2198,0.0,CANDIDATE,TESS,7.728152173913043,16.073793681768663
-137.6,-0.07,7238.0,4647.0,3.81e-05,0.07,-0.901241,150.654,-566.67,0.0,137.6,0.0,566.67,8.1618477,976.0,-3.81e-05,-55.318965,191.300944,1.59,11.849,0.901241,CANDIDATE,TESS,7.452201257861635,8.200539996823549
-127.1,-0.07,6103.0,3028.0,5.99e-05,0.07,-0.622804,21.487,-283.386,0.0,127.1,0.0,283.386,13.0953097,599.0,-5.99e-05,-56.329798,156.512015,1.54,8.3339,0.622804,CANDIDATE,TESS,5.411623376623377,10.685072657082564
-127.1,-0.06,6636.0,1724.0,2.99e-05,0.06,-0.41593,1949.35,-164.278,0.0,127.1,0.0,164.278,3.3047459,1851.0,-2.99e-05,-59.413143,187.583215,1.3,4.70927,0.41593,CANDIDATE,TESS,3.6225153846153844,10.494405824273489
-125.0,0.0,5850.0,18500.0,0.0001107,0.0,0.0,30.3232,-658.202,0.0,125.0,0.0,658.202,19.3111424,653.0,-0.0001107,-58.659028,164.927622,0.92,9.91342,0.0,CANDIDATE,TESS,10.77545652173913,28.106872966049934
-124.5,-0.05,5136.9,10806.0,2.83e-05,0.05,-5.88719,7.21802,-24688.5,0.0,124.5,0.0,24688.5,729.9391752,456.0,-2.83e-05,-41.47389,189.630031,0.77,15.2287,5.88719,CANDIDATE,TESS,19.777532467532467,0.43769366304149704
-157.0,-0.02,3573.0,1368.0,9.9e-06,0.02,-0.160383,36.9545,-175.862,0.0,157.0,0.0,175.862,2.7543175,686.0,-9.9e-06,-37.073844,188.132336,0.54,2.11364,0.160383,CANDIDATE,TESS,3.9141481481481484,7.778826579931993
-122.0,0.0,7081.0,6428.0,1.52e-05,0.0,0.0,935.315,-462.2,0.0,122.0,0.0,462.2,3.4732477,1540.0,-1.52e-05,-54.315121,167.212209,1.63,13.0505,0.0,CANDIDATE,TESS,8.006441717791411,13.907399394201645
-199.0,-0.08,6521.0,1557.0,7.3e-06,0.08,-0.49726,156.343,-158.44,0.0,199.0,0.0,158.44,4.7192734,985.0,-7.3e-06,-34.681865,150.152654,1.6,7.15211,0.49726,FALSE POSITIVE,TESS,4.47006875,9.827063872759405
-126.1,-0.12,5586.7,4111.0,9.33e-05,0.12,-0.680447,215.895,-137.195,0.0,126.1,0.0,137.195,10.9600975,1067.0,-9.33e-05,-32.33691,185.624262,2.04,9.91407,0.680447,CANDIDATE,TESS,4.859838235294118,29.96464885746565
-131.5,-0.06,5656.0,2218.0,1.74e-05,0.06,-0.368736,197.609,-153.596,0.0,131.5,0.0,153.596,4.9156665,1044.0,-1.74e-05,-50.56653,176.397049,1.2,5.59825,0.368736,CANDIDATE,TESS,4.665208333333334,14.440480220839085
-166.7,-0.22,8968.0,2605.0,9.26e-05,0.22,-1.29539,64.2887,-201.269,0.0,166.7,0.0,201.269,19.6500878,788.0,-9.26e-05,-46.386792,201.899291,2.85,14.4539,1.29539,CANDIDATE,TESS,5.071543859649123,12.942877442626534
-141.0,-0.05,7936.0,6142.0,1.34e-05,0.05,-0.647229,106.276,-369.246,0.0,141.0,0.0,369.246,7.447404,894.0,-1.34e-05,-62.793024,154.698501,1.7,13.1669,0.647229,CANDIDATE,TESS,7.745235294117648,16.63389718507445
-126.4,-0.07,5860.0,4456.0,1.49e-05,0.07,-0.75825,214.472,-401.943,0.0,126.4,0.0,401.943,3.6850751,1066.0,-1.49e-05,-62.975497,149.911356,1.57,10.2036,0.75825,CANDIDATE,TESS,6.499108280254776,11.086149031081522
-136.6,-0.06,6229.0,4735.0,9.87e-05,0.06,-2.22858,690.534,-2061.81,0.0,136.6,0.0,2061.81,13.4364908,1428.0,-9.87e-05,-45.647015,170.889648,1.31,9.8672,2.22858,FALSE POSITIVE,TESS,7.532213740458015,2.2965258680479774
-127.8,-0.11,6269.0,5956.0,1.65e-05,0.11,-0.640826,1011.51,-101.729,0.0,127.8,0.0,101.729,5.0953453,1571.0,-1.65e-05,-63.494029,147.396642,2.34,12.0431,0.640826,CANDIDATE,TESS,5.146623931623933,58.547710092500665
-131.0,-0.05,5668.0,9188.0,4.03e-05,0.05,-0.561998,23.9943,-615.199,0.0,131.0,0.0,615.199,17.0116833,616.0,-4.03e-05,-35.418044,191.679388,0.91,8.55494,0.561998,CANDIDATE,TESS,9.401032967032966,14.935004770813999
-157.0,-0.02,3458.0,38230.0,0.0004522,0.02,-0.955721,48.1876,-4786.8,0.0,157.0,0.0,4786.8,1.7988855,734.0,-0.0004522,-56.782537,202.23874,0.62,13.2509,0.955721,CANDIDATE,TESS,21.37241935483871,7.986546335756664
-122.0,0.0,6821.0,12864.0,9.6e-06,0.0,0.0,1967.9,-375.138,0.0,122.0,0.0,375.138,3.0589547,1855.0,-9.6e-06,-53.310061,171.473891,1.78,17.6594,0.0,CANDIDATE,TESS,9.921011235955056,34.29138077187595
-192.0,-0.07,5990.0,2856.0,5.9e-06,0.07,-1.93768,515.984,-1489.33,0.0,192.0,0.0,1489.33,4.7192771,1327.0,-5.9e-06,-34.681446,150.153861,1.42,9.68968,1.93768,CANDIDATE,TESS,6.823718309859155,1.9176408183545621
-122.0,0.0,5924.0,8187.0,5.93e-05,0.0,0.0,1526.19,-5808.9,0.0,122.0,0.0,5808.9,7.0911739,1741.0,-5.93e-05,-44.04327,186.345676,1.37,14.5208,0.0,CANDIDATE,TESS,10.599124087591239,1.4093890409543977
-122.0,0.0,5668.0,1372.0,6.08e-05,0.0,0.0,1170.98,-90.7118,0.0,122.0,0.0,90.7118,5.7881587,1629.0,-6.08e-05,-57.071089,154.896239,3.74,11.6578,0.0,CANDIDATE,TESS,3.1170588235294114,15.12482389281218
-130.8,-0.06,5478.0,6596.0,2.7e-05,0.06,-7.67349,50.8044,-15964.7,0.0,130.8,0.0,15964.7,9.5098954,743.0,-2.7e-05,-34.090596,190.637818,1.14,16.5009,7.67349,CANDIDATE,TESS,14.47447368421053,0.4131615376424236
-123.2,-0.05,5300.0,8796.0,3.07e-05,0.05,-0.771581,26.3135,-924.171,0.0,123.2,0.0,924.171,8.4325164,630.0,-3.07e-05,-49.291192,203.604407,0.98,9.45527,0.771581,CANDIDATE,TESS,9.648234693877551,9.517719123408979
