pl_trandeperr2,dec,pl_orbpererr1,st_rad,st_raderr1,pl_radeerr2,pl_orbper,pl_trandep,st_tefferr1,pl_insol,pl_rade,pl_insolerr1,pl_trandeperr1,pl_insolerr2,ra,st_teff,pl_eqt,pl_orbpererr2,st_raderr2,pl_radeerr1,st_tefferr2,disposition,source,pl_rad_to_star_rad_ratio,pl_signal_significance
0.0,43.867352,0.0,2.003,0.458,-0.35,2.352446342,32.5,169.0,5269.29,1.24,3512.39,0.0,-2848.99,282.15485,6749.0,2173.0,0.0,-0.56,0.28,-203.0,CANDIDATE,Kepler,0.619071392910634,0.0
-341.0,44.83852,7.11e-06,1.292,0.312,-10.41,43.797829003,415020.0,167.0,47.15,93.43,32.86,341.0,-15.76,295.93079,6860.0,668.0,-7.11e-06,-0.144,22.57,-286.0,FALSE POSITIVE,Kepler,72.31424148606811,1217.0674486803518
-196.0,44.870342,3.59e-07,1.235,0.341,-26.86,4.254417651,294550.0,198.0,806.64,133.79,680.27,196.0,-366.24,296.17844,6292.0,1360.0,-3.59e-07,-0.248,36.95,-242.0,FALSE POSITIVE,Kepler,108.331983805668,1502.8061224489795
-174.0,44.874432,1.13e-06,1.71,0.503,-33.8,18.778162159,488410.0,189.0,238.5,127.57,207.28,174.0,-129.86,298.87222,6794.0,1002.0,-1.13e-06,-0.453,37.52,-284.0,FALSE POSITIVE,Kepler,74.60233918128655,2806.9540229885056
0.0,44.801235,0.0,0.0,0.0,0.0,1.25451792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.50754,0.0,0.0,0.0,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-95.4,44.806961,1.52e-07,4.293,0.634,-67.71,1.575710265,173950.0,52.0,11307.3,246.75,4213.53,95.4,-5765.39,301.30865,5017.0,2630.0,-1.52e-07,-1.178,36.44,-89.0,FALSE POSITIVE,Kepler,57.47728860936408,1823.3752620545072
-627.0,44.989731,4.27e-07,0.781,0.176,-5.04,2.534740757,364350.0,157.0,541.27,52.52,362.91,627.0,-144.87,283.43408,5810.0,1230.0,-4.27e-07,-0.075,11.84,-157.0,FALSE POSITIVE,Kepler,67.247119078105,581.1004784688995
-75.5,44.96336,1.67e-05,0.917,0.231,-6.67,37.59406667,28618.0,159.0,22.2,43.08,16.47,75.5,-8.15,284.44827,5941.0,554.0,-1.67e-05,-0.142,10.86,-177.0,FALSE POSITIVE,Kepler,46.979280261723005,379.04635761589407
-0.6,44.910477,0.0001748,1.594,0.474,-0.32,3.6972959,19.7,177.0,1438.97,1.07,1266.31,0.6,-831.78,285.04236,6313.0,1571.0,-0.0001748,-0.474,0.32,-243.0,FALSE POSITIVE,Kepler,0.671267252195734,32.833333333333336
-53.2,44.959969,4.47e-07,0.931,0.266,-3.46,6.855624762,70873.0,183.0,224.32,33.93,192.96,53.2,-64.16,288.88599,6109.0,987.0,-4.47e-07,-0.095,9.69,-183.0,FALSE POSITIVE,Kepler,36.44468313641246,1332.1992481203006
-62.0,46.306911,6.15e-05,0.949,0.291,-1.58,80.7060641,11852.0,162.0,7.96,15.47,7.14,62.0,-2.34,287.96375,6053.0,428.0,-6.15e-05,-0.097,4.75,-198.0,FALSE POSITIVE,Kepler,16.3013698630137,191.16129032258064
-11.9,46.306911,1.321e-05,0.949,0.291,-0.13,2.17814513,136.0,162.0,981.63,1.22,881.06,11.9,-288.97,287.96375,6053.0,1428.0,-1.321e-05,-0.097,0.37,-198.0,FALSE POSITIVE,Kepler,1.285563751317176,11.428571428571429
-1705.0,46.324139,3.92e-07,1.176,0.33,-15.84,1.089077111,304070.0,165.0,4147.85,77.59,3417.5,1705.0,-1820.43,288.02032,6126.0,2045.0,-3.92e-07,-0.24,21.77,-183.0,FALSE POSITIVE,Kepler,65.97789115646259,178.34017595307918
-5.2,46.379551,8.619e-06,0.737,0.081,-0.04,1.089057762,37.4,153.0,917.78,0.44,354.84,5.2,-236.14,288.06711,5096.0,1404.0,-8.619e-06,-0.066,0.05,-138.0,FALSE POSITIVE,Kepler,0.5970149253731344,7.192307692307692
-38.4,46.322498,3.003e-06,0.666,0.041,-0.14,0.379412331,594.0,151.0,1724.34,1.59,504.35,38.4,-483.07,289.87915,4331.0,1643.0,-3.003e-06,-0.055,0.09,-166.0,FALSE POSITIVE,Kepler,2.3873873873873874,15.46875
-13.6,46.304871,4.35e-07,0.797,0.163,-2.34,0.585940879,1943.6,191.0,2897.54,26.57,1926.34,13.6,-806.74,289.99408,5459.0,1873.0,-4.35e-07,-0.07,5.43,-191.0,FALSE POSITIVE,Kepler,33.3375156838143,142.91176470588235
-14.1,46.365768,6.13e-05,0.809,0.152,-0.06,3.90735046,109.3,147.0,243.14,0.83,138.15,14.1,-60.96,292.82965,5497.0,1007.0,-6.13e-05,-0.065,0.16,-164.0,CANDIDATE,Kepler,1.0259579728059331,7.75177304964539
-2.7,46.342331,9.883e-06,1.631,0.54,-0.15,0.646523404,25.2,230.0,23676.16,0.85,23849.25,2.7,-10301.81,293.05569,7257.0,3163.0,-9.883e-06,-0.291,0.28,-316.0,FALSE POSITIVE,Kepler,0.5211526670754139,9.333333333333332
-266.0,47.706791,2.24e-07,0.721,0.077,-3.64,0.626431697,37224.0,170.0,2003.98,34.05,792.55,266.0,-571.42,299.09528,5134.0,1709.0,-2.24e-07,-0.077,3.63,-139.0,FALSE POSITIVE,Kepler,47.22607489597781,139.93984962406014
-113.0,47.818989,1.51e-07,1.579,0.428,-24.28,2.696354974,245990.0,146.0,2560.78,80.71,1962.53,113.0,-1441.09,283.76651,6472.0,1815.0,-1.51e-07,-0.475,21.88,-178.0,FALSE POSITIVE,Kepler,51.11462951234959,2176.902654867257
-46.0,47.81105,0.00877,0.94,0.138,-0.1,377.501257,541.4,78.0,0.81,2.16,0.31,46.0,-0.11,285.6409,5751.0,242.0,-0.00877,-0.043,0.32,-78.0,CANDIDATE,Kepler,2.297872340425532,11.769565217391303
-48.4,47.867298,1.61e-06,1.031,0.29,-10.06,14.762889172,79330.0,152.0,78.43,53.72,64.64,48.4,-31.94,288.55362,5691.0,759.0,-1.61e-06,-0.193,15.11,-152.0,FALSE POSITIVE,Kepler,52.10475266731329,1639.0495867768595
-5.2,47.845261,0.0001326,2.39,1.136,-1.56,4.5638537,71.9,196.0,1305.08,2.97,1967.04,5.2,-1049.27,290.67877,5446.0,1533.0,-0.0001326,-1.257,1.41,-183.0,FALSE POSITIVE,Kepler,1.2426778242677825,13.826923076923078
-4.9,47.83942,5.3e-06,1.651,0.336,-0.3,1.463775066,45.1,182.0,6722.29,1.2,4102.75,4.9,-3440.04,292.47604,6781.0,2308.0,-5.3e-06,-0.41,0.24,-243.0,FALSE POSITIVE,Kepler,0.726832222895215,9.204081632653061
-9.4,47.83535,2.58e-07,1.45,0.421,-32.07,8.098754149,56616.0,181.0,452.03,123.02,390.47,9.4,-241.75,292.49185,6328.0,1176.0,-2.58e-07,-0.378,35.72,-250.0,FALSE POSITIVE,Kepler,84.84137931034483,6022.978723404255
-5.3,47.877399,4.7e-08,0.74,0.089,-3.25,0.587938916,7339.5,156.0,2476.75,29.98,1018.83,5.3,-708.94,296.82581,5237.0,1800.0,-4.7e-08,-0.08,3.6,-140.0,FALSE POSITIVE,Kepler,40.513513513513516,1384.811320754717
-72.8,44.61866,0.01933,0.96,0.32,-0.22,246.87131,433.6,219.0,1.97,2.02,2.05,72.8,-0.67,290.7782,6168.0,302.0,-0.01933,-0.107,0.68,-263.0,FALSE POSITIVE,Kepler,2.104166666666667,5.956043956043956
0.0,49.858589,0.0,0.0,0.0,0.0,0.71957289,0.0,0.0,145.63,0.0,128.69,0.0,-61.53,289.73761,0.0,0.0,0.0,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-226.0,49.841808,1.64e-07,2.624,0.543,-49.94,1.559090282,226980.0,230.0,16893.61,129.87,10976.1,226.0,-11623.88,296.97705,7279.0,2905.0,-1.64e-07,-1.009,26.87,-345.0,FALSE POSITIVE,Kepler,49.49314024390244,1004.3362831858407
-17.7,49.968361,1.852e-05,0.578,0.05,-0.07,1.81993557,109.1,125.0,159.62,0.66,52.24,17.7,-47.87,288.5928,4205.0,907.0,-1.852e-05,-0.061,0.06,-138.0,FALSE POSITIVE,Kepler,1.1418685121107268,6.163841807909605
-3.4,49.955441,4.563e-06,1.368,0.453,-0.15,0.612888148,43.1,161.0,14401.76,0.93,13652.09,3.4,-5836.12,292.29239,6720.0,2796.0,-4.563e-06,-0.226,0.31,-261.0,FALSE POSITIVE,Kepler,0.6798245614035088,12.676470588235295
-7.4,49.928791,1.501e-06,3.54,0.654,-30.3,15.541358818,10308.0,60.0,448.22,149.19,211.09,7.4,-180.2,294.74091,5092.0,1174.0,-1.501e-06,-0.719,27.57,-76.0,FALSE POSITIVE,Kepler,42.144067796610166,1392.972972972973
-5.6,49.978352,0.0001483,1.575,0.259,-0.27,7.1969168,47.1,82.0,388.54,1.1,170.24,5.6,-178.56,296.73917,5530.0,1132.0,-0.0001483,-0.389,0.18,-66.0,CANDIDATE,Kepler,0.6984126984126985,8.410714285714286
-10.9,49.990059,0.0002311,1.385,0.622,-0.3,12.8177012,75.6,170.0,235.16,1.21,314.23,10.9,-118.57,297.52872,6290.0,999.0,-0.0002311,-0.344,0.55,-202.0,FALSE POSITIVE,Kepler,0.8736462093862816,6.935779816513761
-33.1,50.06509,1.43e-07,1.947,0.461,-45.84,2.274628199,103970.0,181.0,4536.51,104.26,3222.97,33.1,-3303.99,290.39725,6389.0,2092.0,-1.43e-07,-0.856,24.68,-227.0,FALSE POSITIVE,Kepler,53.54904982023626,3141.087613293051
-39.5,44.686241,0.001547,4.696,0.537,-0.8,85.338393,633.0,63.0,71.36,11.4,21.94,39.5,-12.6,291.90042,4850.0,741.0,-0.001547,-0.331,1.31,-58.0,FALSE POSITIVE,Kepler,2.4275979557069847,16.025316455696203
-71.7,38.06913,2.204e-06,2.634,0.436,-14.86,5.499941793,47751.0,74.0,2942.15,59.94,1224.38,71.7,-1355.56,293.16495,7079.0,1878.0,-2.204e-06,-0.653,9.92,-84.0,FALSE POSITIVE,Kepler,22.75626423690205,665.9832635983263
-166.0,38.009029,4.86e-07,0.967,0.261,-6.13,2.629870555,101310.0,149.0,659.45,34.05,522.55,166.0,-261.58,293.20734,5566.0,1291.0,-4.86e-07,-0.174,9.19,-149.0,FALSE POSITIVE,Kepler,35.211995863495346,610.3012048192771
0.0,38.164829,0.0,0.0,0.0,0.0,1.97362159,0.0,0.0,1767.45,0.0,2046.45,0.0,-777.12,285.72971,0.0,0.0,0.0,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-6.7,38.16761,4.034e-06,0.84,0.101,-0.02,0.947554749,65.4,74.0,1680.03,0.67,543.9,6.7,-197.91,286.07114,5508.0,1633.0,-4.034e-06,-0.027,0.08,-82.0,CANDIDATE,Kepler,0.7976190476190477,9.761194029850747
-29.2,38.171021,2.69e-07,1.333,0.409,-16.8,6.62761199,227140.0,158.0,496.41,82.03,439.42,29.2,-218.43,287.0257,6316.0,1204.0,-2.69e-07,-0.273,25.17,-189.0,FALSE POSITIVE,Kepler,61.537884471117785,7778.767123287671
-67.7,38.134579,0.001128,1.215,0.362,-0.38,50.271927,574.5,158.0,28.51,2.94,24.34,67.7,-10.19,292.40063,6520.0,589.0,-0.001128,-0.155,0.88,-270.0,CANDIDATE,Kepler,2.4197530864197527,8.485967503692763
-40.5,38.12608,2.003e-06,2.474,0.466,-25.96,28.597880332,85952.0,179.0,250.21,74.25,143.12,40.5,-156.59,293.26636,6590.0,1014.0,-2.003e-06,-0.865,13.98,-199.0,FALSE POSITIVE,Kepler,30.012126111560224,2122.2716049382716
-287.0,38.285721,6.891e-06,1.073,0.321,-14.25,30.476518853,326630.0,166.0,28.96,71.42,26.07,287.0,-12.32,286.00308,5527.0,592.0,-6.891e-06,-0.214,21.36,-149.0,FALSE POSITIVE,Kepler,66.56104380242311,1138.0836236933799
-152.0,39.60907,0.000236,0.745,0.132,-4.15,252.1638623,103790.0,187.0,0.81,50.74,0.47,152.0,-0.22,295.92361,5432.0,242.0,-0.000236,-0.061,8.99,-187.0,FALSE POSITIVE,Kepler,68.10738255033557,682.828947368421
0.0,39.655231,0.0,0.0,0.0,0.0,2.23416013,0.0,0.0,2156.64,0.0,4706.59,0.0,-836.53,297.65744,0.0,0.0,0.0,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-61.7,39.784538,1.32e-06,0.73,0.079,-4.3,22.271198511,179040.0,151.0,16.62,39.79,6.33,61.7,-4.77,283.98602,5068.0,515.0,-1.32e-06,-0.079,4.31,-136.0,FALSE POSITIVE,Kepler,54.50684931506849,2901.7828200972444
-70.1,39.758839,5.003e-06,0.841,0.154,-5.36,73.894163515,213900.0,178.0,5.61,39.18,3.32,70.1,-1.91,293.6817,5442.0,392.0,-5.003e-06,-0.115,7.17,-162.0,FALSE POSITIVE,Kepler,46.58739595719382,3051.3552068473614
-380.0,39.752838,2.16e-07,1.563,0.524,-15.18,1.124033822,247560.0,200.0,9953.28,98.04,9865.54,380.0,-3965.08,294.76398,7141.0,2547.0,-2.16e-07,-0.242,32.87,-300.0,FALSE POSITIVE,Kepler,62.725527831094055,651.4736842105264
-11.0,39.742748,1.136e-06,1.326,0.341,-15.0,2.796661168,2363.8,192.0,1797.72,47.68,1404.17,11.0,-1060.02,295.99811,6331.0,1661.0,-1.136e-06,-0.417,12.26,-211.0,FALSE POSITIVE,Kepler,35.957767722473605,214.8909090909091
-240.0,39.70768,1.22e-06,0.719,0.029,-4.78,15.288709179,512470.0,132.0,15.84,54.56,3.42,240.0,-4.29,297.284,4464.0,509.0,-1.22e-06,-0.063,2.2,-145.0,FALSE POSITIVE,Kepler,75.88317107093185,2135.2916666666665
-24.5,39.783886,2.37e-07,0.976,0.305,-5.17,1.83592242,30746.0,184.0,1195.13,46.3,1131.33,24.5,-375.84,297.8519,5930.0,1501.0,-2.37e-07,-0.109,14.46,-205.0,FALSE POSITIVE,Kepler,47.43852459016393,1254.938775510204
0.0,39.870491,0.0,0.0,0.0,0.0,1.15495063,0.0,0.0,340.77,0.0,100.35,0.0,-101.48,283.70551,0.0,0.0,0.0,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-30.7,44.270512,0.00198,3.811,0.403,-2.44,128.208643,212.2,224.0,93.05,6.15,35.71,30.7,-64.05,290.80057,7128.0,792.0,-0.00198,-1.51,0.65,-274.0,CANDIDATE,Kepler,1.6137496720020994,6.912052117263843
-14.1,40.458981,9.622e-06,1.046,0.341,-0.12,1.516372183,93.8,171.0,1911.54,1.06,1839.71,14.1,-614.1,293.98837,6142.0,1686.0,-9.622e-06,-0.114,0.35,-236.0,FALSE POSITIVE,Kepler,1.0133843212237095,6.652482269503546
0.0,40.45219,2.29e-07,1.914,0.454,-20.32,8.784575777,262980.0,226.0,1380.83,104.57,977.32,0.0,-635.93,294.38223,8144.0,1555.0,-2.29e-07,-0.372,24.81,-368.0,FALSE POSITIVE,Kepler,54.63427377220481,0.0
-10.0,40.459629,1.05e-07,1.193,0.431,-6.77,1.949700508,38119.0,145.0,2048.37,56.11,2099.34,10.0,-645.35,294.77219,6469.0,1716.0,-1.05e-07,-0.144,20.27,-193.0,FALSE POSITIVE,Kepler,47.03269069572506,3811.9
-31.3,40.4771,9.34e-06,0.786,0.096,-3.56,9.948701373,2749.5,153.0,57.93,29.19,24.08,31.3,-18.36,295.08017,5152.0,704.0,-9.34e-06,-0.096,3.57,-153.0,FALSE POSITIVE,Kepler,37.13740458015267,87.84345047923323
-39.9,40.406204,8e-08,1.482,0.442,-21.03,3.457078812,315520.0,181.0,1560.4,86.12,1373.7,39.9,-798.11,295.49411,6526.0,1603.0,-8e-08,-0.362,25.69,-250.0,FALSE POSITIVE,Kepler,58.11066126855601,7907.769423558898
-518.0,40.473099,1.056e-06,4.055,1.156,-406.9,3.735993484,617990.0,267.0,4283.18,571.07,4276.57,518.0,-3999.94,296.83719,5467.0,2063.0,-1.056e-06,-2.889,162.8,-297.0,FALSE POSITIVE,Kepler,140.83107274969177,1193.030888030888
-8.0,40.429661,9.814e-05,1.225,0.384,-0.16,6.63448023,71.2,155.0,453.27,1.04,406.47,8.0,-171.57,296.92773,6463.0,1177.0,-9.814e-05,-0.192,0.33,-214.0,CANDIDATE,Kepler,0.8489795918367347,8.9
-13.4,40.490452,0.0008546,0.698,0.065,-0.09,12.4239677,162.4,151.0,31.93,0.87,11.05,13.4,-9.22,297.6394,4995.0,606.0,-0.0008546,-0.072,0.08,-151.0,FALSE POSITIVE,Kepler,1.2464183381088827,12.119402985074627
-404.0,40.478142,4.6e-08,0.625,0.06,-4.03,0.639721284,465920.0,144.0,1220.53,46.59,429.85,404.0,-318.79,298.08188,4794.0,1505.0,-4.6e-08,-0.054,4.47,-144.0,FALSE POSITIVE,Kepler,74.54400000000001,1153.2673267326732
-3.7,41.632351,1.916e-05,0.942,0.121,-0.02,1.25338826,44.7,70.0,1750.61,0.64,586.89,3.7,-221.78,294.18524,5869.0,1651.0,-1.916e-05,-0.035,0.08,-87.0,FALSE POSITIVE,Kepler,0.6794055201698515,12.08108108108108
-16.8,41.672829,4.985e-06,0.739,0.062,-0.08,1.002591901,143.2,161.0,884.21,0.87,298.22,16.8,-248.45,297.61307,4893.0,1391.0,-4.985e-06,-0.069,0.08,-161.0,CANDIDATE,Kepler,1.1772665764546686,8.523809523809522
-306.0,41.633961,4.22e-07,1.177,0.361,-13.48,1.620813697,121320.0,155.0,2127.67,43.95,1912.66,306.0,-1210.78,298.70334,5757.0,1733.0,-4.22e-07,-0.361,13.48,-155.0,FALSE POSITIVE,Kepler,37.34069668649108,396.47058823529414
-9.1,41.705971,5.646e-05,1.163,0.307,-0.21,3.37116682,71.4,154.0,656.3,0.98,511.24,9.1,-294.93,284.57642,5653.0,1291.0,-5.646e-05,-0.251,0.26,-154.0,CANDIDATE,Kepler,0.8426483233018056,7.846153846153847
-10.6,41.72522,0.0003517,0.766,0.087,-0.23,5.2434664,119.4,176.0,113.05,2.83,47.73,10.6,-30.44,291.84723,5047.0,831.0,-0.0003517,-0.063,0.32,-176.0,FALSE POSITIVE,Kepler,3.6945169712793735,11.264150943396228
-12.4,41.768002,0.0001854,0.691,0.074,-0.07,5.2439542,143.8,146.0,86.51,0.81,32.68,12.4,-20.93,291.8703,4920.0,778.0,-0.0001854,-0.056,0.09,-131.0,FALSE POSITIVE,Kepler,1.1722141823444285,11.596774193548388
-9.9,41.788971,0.0002648,0.925,0.245,-0.09,5.2441517,90.1,181.0,293.68,0.91,234.87,9.9,-83.28,291.87134,6060.0,1056.0,-0.0002648,-0.088,0.24,-199.0,FALSE POSITIVE,Kepler,0.9837837837837837,9.1010101010101
-2.6,41.777969,0.0001782,0.971,0.299,-0.06,5.2443332,29.9,160.0,291.25,0.58,262.76,2.6,-83.56,291.88922,5952.0,1054.0,-0.0001782,-0.1,0.18,-177.0,FALSE POSITIVE,Kepler,0.5973223480947477,11.499999999999998
-111.0,42.648628,3.191e-06,0.902,0.263,-5.06,20.726069913,118860.0,162.0,43.93,51.9,37.58,111.0,-11.86,287.74615,6011.0,657.0,-3.191e-06,-0.088,15.14,-162.0,FALSE POSITIVE,Kepler,57.53880266075388,1070.8108108108108
-1.5,42.619678,5.436e-06,1.349,0.211,-0.11,0.566801447,16.2,80.0,11321.32,0.57,4647.1,1.5,-4305.62,290.96869,5966.0,2633.0,-5.436e-06,-0.258,0.09,-80.0,FALSE POSITIVE,Kepler,0.4225352112676056,10.799999999999999
-4.9,42.653309,5.426e-06,1.049,0.325,-0.15,0.566794934,68.9,176.0,8648.94,1.15,7891.57,4.9,-3070.92,291.01474,6395.0,2457.0,-5.426e-06,-0.139,0.35,-242.0,FALSE POSITIVE,Kepler,1.0962821734985702,14.061224489795919
-4.4,42.63665,2.885e-06,0.969,0.3,-0.09,0.566800287,73.9,189.0,6188.18,0.88,5808.48,4.4,-1864.62,291.065,6075.0,2260.0,-2.885e-06,-0.1,0.27,-210.0,FALSE POSITIVE,Kepler,0.9081527347781218,16.795454545454547
-11.6,42.645309,4.009e-06,0.97,0.273,-0.15,0.566791946,125.7,182.0,5129.25,1.54,4394.34,11.6,-1473.42,291.10468,5836.0,2160.0,-4.009e-06,-0.091,0.43,-203.0,FALSE POSITIVE,Kepler,1.5876288659793816,10.836206896551724
-4.0,42.686722,3.418e-06,1.093,0.322,-0.14,0.566790294,64.0,181.0,8244.38,0.89,7287.58,4.0,-3143.59,291.19955,6100.0,2432.0,-3.418e-06,-0.174,0.26,-200.0,FALSE POSITIVE,Kepler,0.8142726440988106,16.0
-7.1,42.626389,8.941e-06,1.132,0.314,-0.17,0.566799725,46.7,183.0,6460.25,0.77,5534.47,7.1,-3082.69,291.24707,5576.0,2289.0,-8.941e-06,-0.257,0.22,-183.0,FALSE POSITIVE,Kepler,0.6802120141342757,6.577464788732395
-5.3,42.61652,3.509e-06,1.021,0.32,-0.11,0.566801325,92.1,169.0,7585.82,1.07,6968.44,5.3,-2333.04,291.30963,6273.0,2383.0,-3.509e-06,-0.107,0.33,-225.0,FALSE POSITIVE,Kepler,1.0479921645445642,17.37735849056604
-35.0,43.884331,7.89e-07,1.022,0.35,-3.41,14.854415674,77410.0,175.0,95.83,29.77,97.17,35.0,-29.77,282.42578,6214.0,798.0,-7.89e-07,-0.117,10.19,-197.0,FALSE POSITIVE,Kepler,29.129158512720156,2211.714285714286
-57.8,43.888981,1.461e-06,0.79,0.102,-3.94,38.47674409,173170.0,159.0,10.85,33.8,4.72,57.8,-3.26,283.20117,5294.0,463.0,-1.461e-06,-0.092,4.36,-143.0,FALSE POSITIVE,Kepler,42.78481012658227,2996.0207612456747
0.0,43.801754,0.0,1.473,0.369,-10.92,10.643110689,316.3,196.0,274.67,31.72,214.51,0.0,-171.4,285.09076,5930.0,1038.0,0.0,-0.507,7.94,-196.0,FALSE POSITIVE,Kepler,21.534283774609637,0.0
-343.0,43.86742,3.56e-07,0.821,0.185,-3.34,1.587485742,246570.0,158.0,1070.86,41.52,717.43,343.0,-258.99,286.6958,5863.0,1460.0,-3.56e-07,-0.066,9.36,-158.0,FALSE POSITIVE,Kepler,50.572472594397084,718.862973760933
-3.8,43.899139,0.0001118,1.597,0.348,-0.24,6.613671,32.8,183.0,607.33,0.91,407.44,3.8,-314.26,286.9454,6056.0,1266.0,-0.0001118,-0.425,0.2,-164.0,CANDIDATE,Kepler,0.569818409517846,8.631578947368421
-8.9,43.84412,1.197e-05,2.09,0.439,-0.4,1.79621807,47.0,197.0,8937.14,1.54,5658.92,8.9,-4712.32,291.47702,7117.0,2480.0,-1.197e-05,-0.537,0.32,-271.0,FALSE POSITIVE,Kepler,0.736842105263158,5.280898876404494
-7.2,43.878342,0.0008675,1.269,0.406,-0.19,20.2594232,82.6,158.0,116.05,1.23,106.2,7.2,-44.45,295.54422,6602.0,837.0,-0.0008675,-0.203,0.4,-218.0,FALSE POSITIVE,Kepler,0.9692671394799055,11.472222222222221
-7.3,43.86676,1.556e-05,0.937,0.305,-0.08,1.48062814,62.5,175.0,1770.63,0.76,1707.5,7.3,-553.28,296.35956,6187.0,1653.0,-1.556e-05,-0.102,0.25,-219.0,CANDIDATE,Kepler,0.8110992529348986,8.561643835616438
-121.0,43.971981,9.2e-08,1.62,0.51,-27.22,1.489442254,417900.0,192.0,6938.66,115.45,6435.44,121.0,-3516.54,284.62198,6962.0,2328.0,-9.2e-08,-0.382,36.34,-288.0,FALSE POSITIVE,Kepler,71.26543209876543,3453.719008264463
-13.3,44.96817,1.27e-05,0.84,0.22,-1.83,1.12679793,227.2,169.0,1514.63,21.07,1198.38,13.3,-409.76,290.50241,5662.0,1590.0,-1.27e-05,-0.073,5.52,-186.0,FALSE POSITIVE,Kepler,25.083333333333336,17.08270676691729
0.0,44.967281,2.9e-08,1.755,0.513,-25.91,0.998217563,87567.0,168.0,14421.97,88.64,12067.48,0.0,-8231.34,293.62054,6980.0,2795.0,-2.9e-08,-0.513,25.91,-264.0,FALSE POSITIVE,Kepler,50.50712250712251,0.0
-21.6,44.927689,1.569e-05,0.734,0.137,-0.07,2.68814059,145.2,152.0,392.64,0.92,222.36,21.6,-95.16,294.59918,5636.0,1135.0,-1.569e-05,-0.055,0.17,-169.0,CANDIDATE,Kepler,1.2534059945504088,6.722222222222221
-3.2,44.959839,3.766e-06,0.615,0.061,-0.04,0.58640848,61.3,136.0,1029.91,0.48,369.8,3.2,-225.78,296.67044,4556.0,1444.0,-3.766e-06,-0.041,0.04,-123.0,FALSE POSITIVE,Kepler,0.7804878048780488,19.156249999999996
-153.0,44.910912,8.737e-06,3.075,0.877,-84.71,33.46947449,164610.0,208.0,211.38,127.38,189.35,153.0,-190.52,298.44244,5934.0,972.0,-8.737e-06,-2.045,36.33,-187.0,FALSE POSITIVE,Kepler,41.42439024390244,1075.8823529411766
-494.0,44.99966,2.43e-07,2.077,0.474,-58.43,1.827558898,314680.0,178.0,5331.71,118.28,3712.98,494.0,-4136.96,301.3035,5977.0,2178.0,-2.43e-07,-1.026,26.99,-196.0,FALSE POSITIVE,Kepler,56.947520462205105,637.004048582996
-93.6,45.023762,0.003785,1.137,0.785,-0.2,62.519211,277.6,158.0,17.29,1.9,37.23,93.6,-5.53,285.08145,6343.0,520.0,-0.003785,-0.119,1.32,-256.0,FALSE POSITIVE,Kepler,1.6710642040457342,2.9658119658119664
-18.4,45.002338,0.001857,1.169,0.389,-0.16,97.991569,126.8,144.0,11.21,1.41,10.53,18.4,-3.43,286.55365,6499.0,467.0,-0.001857,-0.13,0.47,-208.0,CANDIDATE,Kepler,1.206159110350727,6.891304347826087
-156.0,44.583241,0.01389,0.885,0.258,-0.26,349.85525,842.0,166.0,0.94,2.63,0.81,156.0,-0.27,296.44946,5941.0,251.0,-0.01389,-0.086,0.77,-187.0,FALSE POSITIVE,Kepler,2.9717514124293785,5.397435897435898
-29.1,46.310413,1.3e-07,1.497,0.395,-29.31,2.488812012,131000.0,184.0,2776.19,83.26,2182.27,29.1,-1767.04,293.24738,6499.0,1852.0,-1.3e-07,-0.527,21.97,-230.0,FALSE POSITIVE,Kepler,55.61790247160989,4501.718213058419
-65.2,46.311771,5.324e-05,0.929,0.29,-0.11,0.51811818,99.0,169.0,7376.27,1.09,6756.76,65.2,-2271.61,294.35074,6240.0,2360.0,-5.324e-05,-0.097,0.34,-226.0,FALSE POSITIVE,Kepler,1.1733046286329387,1.51840490797546
-11.0,46.37188,0.02291,1.212,0.386,-0.25,542.52829,75.2,159.0,1.19,1.07,1.1,11.0,-0.56,295.19278,6099.0,266.0,-0.02291,-0.283,0.34,-152.0,FALSE POSITIVE,Kepler,0.8828382838283829,6.836363636363637
-6.5,46.343929,5.844e-06,0.946,0.312,-0.1,1.057080807,60.6,167.0,2518.85,0.97,2452.48,6.5,-762.46,295.35825,6000.0,1805.0,-5.844e-06,-0.098,0.32,-209.0,CANDIDATE,Kepler,1.025369978858351,9.323076923076924
-153.0,46.358101,8.14e-07,0.648,0.085,-2.75,11.567974732,416030.0,159.0,36.66,45.65,16.14,153.0,-7.64,297.73764,5290.0,628.0,-8.14e-07,-0.039,5.99,-143.0,FALSE POSITIVE,Kepler,70.44753086419753,2719.150326797386
-46.2,46.345268,1.75e-06,1.278,0.365,-16.74,21.294733865,123180.0,181.0,83.71,71.55,71.98,46.2,-40.22,300.01407,6039.0,771.0,-1.75e-06,-0.299,20.44,-181.0,FALSE POSITIVE,Kepler,55.985915492957744,2666.233766233766
