pl_insolerr1,pl_insol,st_tefferr2,dec,pl_radeerr1,pl_orbper,st_raderr2,pl_trandeperr2,st_raderr1,pl_trandep,st_tefferr1,st_teff,pl_eqt,ra,pl_radeerr2,pl_orbpererr1,pl_trandeperr1,st_rad,pl_orbpererr2,pl_rade,pl_insolerr2,disposition,source
0.0,1012.8517686,-131.5,-34.630225,1.0899736,6.4700007,-0.0803769,-329.24084,0.0803769,14835.6486181,131.5,6819.0,1438.8191925,127.140149,-1.0899736,0.0004138,329.24084,1.7676899,-0.0004138,22.0947602,0.0,CANDIDATE,TESS
0.0,53.0463,-157.0,-28.937824,0.356151,3.6250244,-0.02,-18.0147,0.02,11380.0,157.0,3811.0,751.0,122.217093,-0.356151,1.63e-05,18.0147,0.63,-1.63e-05,6.80665,0.0,CANDIDATE,TESS
0.0,51.4155981,-119.9,-7.433444,0.9358242,6.2088405,-0.0476885,-267.2212,0.0476885,2992.8361072,119.9,4655.8,682.9571759,143.540873,-0.9358242,0.0016611,267.2212,0.661528,-0.0016611,3.5693526,0.0,CANDIDATE,TESS
0.0,11564.4,-363.6,-24.782618,0.0,2.642447,0.0,-10.9766,0.0,4700.0,363.6,8779.8,2889.0,120.464794,0.0,0.0007137,10.9766,0.0,-0.0007137,0.0,0.0,FALSE POSITIVE,TESS
0.0,71.4587134,-242.2,-44.369951,0.0,14.8499717,0.0,-3631.2407,0.0,53558.5635109,242.2,5829.0,741.5382329,11.747329,0.0,8.02e-05,3631.2407,0.0,-8.02e-05,0.0,0.0,CANDIDATE,TESS
0.0,1174.87,-126.6,-19.590655,1.05506,3.8036198,-0.08,-1.26587,0.08,17890.0,126.6,6464.0,1631.0,123.624724,-1.05506,4.5e-06,1.26587,1.61,-4.5e-06,22.1057,0.0,CANDIDATE,TESS
0.0,377.121,-123.0,-10.575236,0.0,3.6689529,0.0,-9.39518,0.0,14780.0,123.0,5642.0,1227.0,150.923685,0.0,1.02e-05,9.39518,1.06,-1.02e-05,13.2074,0.0,CANDIDATE,TESS
0.0,0.0,0.0,-33.729847,0.0,3.4714171,0.0,-16.9301,0.0,3580.0,0.0,0.0,0.0,120.185666,0.0,2.78e-05,16.9301,0.0,-2.78e-05,0.0,0.0,FALSE POSITIVE,TESS
0.0,268.0187451,-699.9,-41.205439,0.4004962,11.2205176,0.0,-251.42989,0.0,10721.0265817,699.9,6764.0,1031.9556709,120.538954,-0.4004962,1.9e-05,251.42989,1.60322,-1.9e-05,17.0919218,0.0,CANDIDATE,TESS
0.0,922.499,-135.8,-33.256815,0.652896,2.5087868,-0.05,-4.56901,0.05,15750.0,135.8,6255.0,1535.0,138.098314,-0.652896,4.2e-06,4.56901,1.01,-4.2e-06,12.9918,0.0,CANDIDATE,TESS
0.0,351.407,-122.0,-30.006131,0.0,6.1458884,0.0,-10.1535,0.0,12900.0,122.0,7231.0,1206.0,119.870056,0.0,2.17e-05,10.1535,1.6,-2.17e-05,18.4029,0.0,CANDIDATE,TESS
0.0,1425.08,-132.7,-18.003195,0.913873,2.623354,-0.08,-5.27747,0.08,8790.0,132.7,6437.0,1711.0,133.44721,-0.913873,7.9e-06,5.27747,1.69,-7.9e-06,16.3338,0.0,CANDIDATE,TESS
0.0,2691.16,-232.2,-33.996094,1.12612,1.3847905,-0.15,-7.15705,0.15,4150.0,232.2,5596.0,2006.0,119.508998,-1.12612,8.1e-06,7.15705,1.82,-8.1e-06,11.9783,0.0,CANDIDATE,TESS
0.0,116.829,-90.6,-1.606521,0.0,15.8346011,0.0,-228.857,0.0,18000.0,90.6,5713.1,915.0,133.207393,0.0,7.16e-05,228.857,1.09,-7.16e-05,16.7304,0.0,FALSE POSITIVE,TESS
0.0,218.205,-119.1,-12.25044,0.31777,7.7605254,-0.05,-3.40967,0.05,2060.0,119.1,6070.0,1070.0,143.731993,-0.31777,8.19e-05,3.40967,1.09,-8.19e-05,4.92551,0.0,CANDIDATE,TESS
0.0,120.54,-125.0,-23.998023,0.0,1.81383,0.0,-18.8225,0.0,13170.0,125.0,4775.0,923.0,355.844989,0.0,0.00024,18.8225,0.94,-0.00024,11.581,0.0,CANDIDATE,TESS
0.0,0.0,0.0,-48.534456,0.0,3.9791023,0.0,-0.199611,0.0,4000.0,0.0,0.0,0.0,102.595945,0.0,5.2e-06,0.199611,0.0,-5.2e-06,0.0,0.0,CANDIDATE,TESS
0.0,0.0,0.0,-34.451103,0.0,7.0628019,0.0,-3.54995,0.0,13490.0,0.0,0.0,0.0,117.401918,0.0,2.55e-05,3.54995,0.0,-2.55e-05,0.0,0.0,CANDIDATE,TESS
0.0,210.456,-131.1,-14.733219,0.90923,3.1405783,-0.07,-20.0821,0.07,8570.0,131.1,5636.0,1061.0,147.482896,-0.90923,8.6e-06,20.0821,1.26,-8.6e-06,11.93,0.0,CANDIDATE,TESS
0.0,1055.88,-144.9,-33.48309,5.44226,4.7114264,-0.05,-1117.91,0.05,5410.0,144.9,8238.0,1588.0,116.538349,-5.44226,1.83e-05,1117.91,1.47,-1.83e-05,15.6522,0.0,CANDIDATE,TESS
0.0,405.451,-63.5,-36.81567,0.525245,9.7355768,-0.09,-1.84301,0.09,2590.0,63.5,5033.0,1250.0,117.917125,-0.525245,7.5e-05,1.84301,1.81,-7.5e-05,9.29033,0.0,CANDIDATE,TESS
0.0,873.532,-123.5,-13.064342,2.38449,3.5714448,-0.15,-56.536,0.15,4090.0,123.5,5942.0,1514.0,128.20788,-2.38449,1.75e-05,56.536,2.56,-1.75e-05,18.4074,0.0,CANDIDATE,TESS
0.0,4798.12,-153.9,-31.320175,0.80143,2.3626917,-0.08,-4.42137,0.08,7280.0,153.9,8360.0,2318.0,123.261857,-0.80143,8.2e-06,4.42137,1.62,-8.2e-06,14.4588,0.0,CANDIDATE,TESS
0.0,422.699,-122.0,-16.126786,0.0,2.7194615,0.0,-4.55895,0.0,18840.0,122.0,5454.0,1263.0,150.389098,0.0,5.2e-06,4.55895,0.89,-5.2e-06,12.4906,0.0,CANDIDATE,TESS
0.0,184.0529207,-84.8,-23.053372,0.0,7.3039869,0.0,-216.15338,0.0,7722.2055378,84.8,5308.5,939.4105386,123.274547,0.0,0.0015307,216.15338,0.0,-0.0015307,0.0,0.0,CANDIDATE,TESS
0.0,205.724,-263.8,-32.776684,0.0,7.9969538,0.0,-4.23032,0.0,19120.0,263.8,5305.8,1055.0,123.149611,0.0,2.45e-05,4.23032,0.0,-2.45e-05,0.0,0.0,CANDIDATE,TESS
0.0,65.5508,-200.4,-18.520467,0.0,10.45776,0.0,-12.3668,0.0,8773.24,200.4,5800.0,792.0,342.170406,0.0,0.00388,12.3668,0.0,-0.00388,0.0,0.0,FALSE POSITIVE,TESS
0.0,4957.19,-133.6,-22.868692,0.593331,1.5971426,-0.09,-4.4812,0.09,2150.0,133.6,6263.0,2337.0,122.430787,-0.593331,0.0004152,4.4812,1.77,-0.0004152,7.98964,0.0,FALSE POSITIVE,TESS
0.0,1669.46,-123.0,-30.09545,0.0,2.8389301,0.0,-21.3142,0.0,6210.0,123.0,7132.0,1780.0,122.092607,0.0,2.35e-05,21.3142,2.14,-2.35e-05,16.9204,0.0,CANDIDATE,TESS
0.0,466.0843733,-145.7,2.932484,0.8377756,3.7788779,-0.060309,-188.22061,0.060309,17654.0731284,145.7,5817.7,1185.0478458,140.84562,-0.8377756,8.2e-06,188.22061,1.02896,-8.2e-06,13.9739571,0.0,CONFIRMED,TESS
0.0,4500.49,-85.9,-31.189361,0.0,2.5313424,0.0,-7.49754,0.0,5830.0,85.9,9598.5,2281.0,122.010942,0.0,1.04e-05,7.49754,0.0,-1.04e-05,0.0,0.0,FALSE POSITIVE,TESS
0.0,7244.35,-123.1,-27.407594,0.734671,0.6691882,-0.09,-7.76507,0.09,2850.0,123.1,6623.0,2570.0,128.800451,-0.734671,2e-06,7.76507,1.76,-2e-06,9.96751,0.0,FALSE POSITIVE,TESS
0.0,3287.18,-122.0,-31.944461,0.0,0.765415,0.0,-10.0127,0.0,2740.0,122.0,6034.0,2109.0,121.663414,0.0,4.2e-06,10.0127,1.51,-4.2e-06,8.47671,0.0,CANDIDATE,TESS
0.0,313.989,-131.9,0.435829,1.09717,6.1786733,-0.08,-2.25705,0.08,16990.0,131.9,5806.0,1172.0,156.229013,-1.09717,9.2e-06,2.25705,1.4,-9.2e-06,18.581,0.0,CANDIDATE,TESS
0.0,532.564,-131.7,-31.849047,0.991048,2.9526508,-0.09,-5.93037,0.09,9320.0,131.7,5812.0,1338.0,121.316468,-0.991048,7.8e-06,5.93037,1.73,-7.8e-06,17.072,0.0,CANDIDATE,TESS
0.0,0.0,0.0,-29.187989,0.0,5.3945125,0.0,-3.4756,0.0,1430.0,0.0,0.0,0.0,125.654901,0.0,0.000123,3.4756,0.0,-0.000123,0.0,0.0,CANDIDATE,TESS
0.0,70.2738,-134.9,-42.44809,0.739155,13.9311096,-0.08,-3.12636,0.08,6720.0,134.9,6445.0,806.0,108.858976,-0.739155,6.57e-05,3.12636,1.69,-6.57e-05,14.0219,0.0,CANDIDATE,TESS
0.0,1827.7735678,-121.6,-18.889525,0.5778891,1.7563116,-0.0648392,-215.92435,0.0648392,3476.9463159,121.6,5885.0,1667.6324897,356.045365,-0.5778891,5.2e-06,215.92435,1.20235,-5.2e-06,8.3651129,0.0,CANDIDATE,TESS
0.0,1108.17,-21.3,4.289924,0.0,3.919695,0.0,-6.59701,0.0,12270.0,21.3,6438.0,1607.0,136.852675,0.0,1.36e-05,6.59701,1.73,-1.36e-05,19.0078,0.0,CANDIDATE,TESS
0.0,136.3273948,-269.3,-41.46259,0.0,9.148074,0.0,-1468.1853,0.0,22476.4703198,269.3,3999.0,871.4962715,121.479826,0.0,0.0016616,1468.1853,0.0,-0.0016616,0.0,0.0,CANDIDATE,TESS
0.0,130.312,-106.7,0.969613,0.502703,2.7765784,-0.06,-4.91815,0.06,5710.0,106.7,4348.2,941.0,135.455975,-0.502703,9.4e-06,4.91815,0.78,-9.4e-06,6.07883,0.0,CANDIDATE,TESS
0.0,34.0167,-105.2,0.841828,1.82961,3.1510024,-0.08,-107.064,0.08,4700.0,105.2,5927.9,672.0,135.313863,-1.82961,8.1e-06,107.064,1.5,-8.1e-06,12.7872,0.0,CANDIDATE,TESS
0.0,18.8935,-122.0,-49.520598,0.0,11.8885643,0.0,-1617.54,0.0,35450.0,122.0,4427.0,580.0,106.432017,0.0,1.76e-05,1617.54,0.75,-1.76e-05,19.2143,0.0,FALSE POSITIVE,TESS
0.0,3163.13,-104.3,-38.970243,0.718734,1.3955317,-0.17,-1.78237,0.17,960.0,104.3,4957.2,2089.0,119.365428,-0.718734,7.7e-06,1.78237,3.29,-7.7e-06,10.461,0.0,FALSE POSITIVE,TESS
0.0,275.535577,-122.0,-41.241508,0.4939112,4.9873145,0.0,-851.5151,0.0,16931.1672966,122.0,6199.0,1039.1163307,119.412446,-0.4939112,1.5e-05,851.5151,0.87414,-1.5e-05,12.4458895,0.0,CANDIDATE,TESS
0.0,1529.93,-229.4,3.094481,1.13691,1.6660179,-0.15,-14.6173,0.15,2090.0,229.4,5993.3,1742.0,146.331746,-1.13691,4.6e-06,14.6173,2.01,-4.6e-06,10.257,0.0,CANDIDATE,TESS
0.0,38.9292,-122.0,-79.37679,0.0,5.9349921,0.0,-18.6486,0.0,9840.0,122.0,5320.0,695.0,151.584825,0.0,2.37e-05,18.6486,1.13,-2.37e-05,13.8526,0.0,CANDIDATE,TESS
0.0,316.7657662,-126.6,-28.007825,0.5739224,6.0672187,-0.0536482,-137.45818,0.0536482,7468.3938627,126.6,6149.0,1075.9802743,347.053748,-0.5739224,5.4e-06,137.45818,1.0793999,-5.4e-06,9.4901642,0.0,CANDIDATE,TESS
0.0,215.049,-185.3,-54.13911,0.0,1.7167587,0.0,-54.8642,0.0,13620.0,185.3,3917.3,1066.0,244.330203,0.0,0.0013282,54.8642,0.0,-0.0013282,0.0,0.0,FALSE POSITIVE,TESS
0.0,433.367,-81.5,-79.727859,0.0,4.2594558,0.0,-3.3239,0.0,7500.0,81.5,5763.8,1271.0,162.624868,0.0,1.26e-05,3.3239,1.18,-1.26e-05,10.33,0.0,CANDIDATE,TESS
0.0,241.384,-66.8,-55.099987,0.0,3.4569274,0.0,-19.3211,0.0,20700.0,66.8,4973.0,1098.0,244.066558,0.0,1.61e-05,19.3211,0.0,-1.61e-05,0.0,0.0,CANDIDATE,TESS
0.0,11995.5,-152.5,-60.093362,1.05338,1.0078907,-0.2,-2.82505,0.2,1790.0,152.5,6808.0,2915.0,218.278396,-1.05338,7.5e-06,2.82505,3.52,-7.5e-06,14.2534,0.0,CANDIDATE,TESS
0.0,708.483,-131.0,-46.565649,0.835697,2.7188122,-0.07,-4.57209,0.07,12150.0,131.0,6531.0,1437.0,241.287509,-0.835697,5.2e-06,4.57209,1.48,-5.2e-06,16.9807,0.0,CANDIDATE,TESS
0.0,282.578,-128.0,-41.073966,1.15328,2.9866836,-0.09,-8.94169,0.09,14000.0,128.0,4790.0,1142.0,244.138351,-1.15328,8.3e-06,8.94169,1.24,-8.3e-06,15.0254,0.0,CANDIDATE,TESS
0.0,2142.13,-424.7,-45.380004,0.0,1.8528946,0.0,-3034.56,0.0,19670.0,424.7,5378.5,1895.0,231.184164,0.0,5.2e-06,3034.56,0.0,-5.2e-06,0.0,0.0,CANDIDATE,TESS
0.0,1093.63,-130.8,-68.553225,0.615974,3.6562554,-0.07,-4.18187,0.07,4970.0,130.8,5994.0,1602.0,250.344907,-0.615974,1.9e-05,4.18187,1.51,-1.9e-05,10.421,0.0,CANDIDATE,TESS
0.0,1248.62,-127.8,-52.029676,0.0,2.1642912,0.0,-2754.27,0.0,22950.0,127.8,4907.3,1656.0,232.040061,0.0,8.5e-06,2754.27,0.0,-8.5e-06,0.0,0.0,CANDIDATE,TESS
0.0,1068.52,-114.6,-68.24033,0.811209,3.8249546,-0.08,-2.79008,0.08,7630.0,114.6,6341.2,1592.0,248.021696,-0.811209,1.4e-05,2.79008,1.69,-1.4e-05,15.0897,0.0,CANDIDATE,TESS
0.0,57.9380401,-122.0,-34.392162,0.9639947,11.2237372,0.0,-590.77496,0.0,11270.3887544,122.0,5136.0,703.6564933,5.696956,-0.9639947,3.12e-05,590.77496,0.903365,-3.12e-05,9.5654941,0.0,CANDIDATE,TESS
0.0,0.0,-1241.5,-53.313368,0.0,3.6387748,0.0,-0.390182,0.0,4610.0,1241.5,5095.6,0.0,228.035132,0.0,6.3e-06,0.390182,0.0,-6.3e-06,0.0,0.0,CANDIDATE,TESS
0.0,54.2067,-130.6,-68.876216,0.637956,8.7234738,-0.05,-8.54821,0.05,10750.0,130.6,5522.0,755.0,243.802887,-0.637956,3.15e-05,8.54821,1.0,-3.15e-05,10.5545,0.0,CANDIDATE,TESS
0.0,4549.21,-122.0,-73.129664,0.0,2.8372178,0.0,-65.1451,0.0,4060.0,122.0,5604.0,2287.0,188.770456,0.0,2.1e-05,65.1451,2.24,-2.1e-05,14.7827,0.0,CANDIDATE,TESS
0.0,1248.73,-129.4,-72.681973,0.733814,4.3618031,-0.11,-3.32688,0.11,3130.0,129.4,6126.0,1656.0,188.912112,-0.733814,3.55e-05,3.32688,2.21,-3.55e-05,12.1596,0.0,CANDIDATE,TESS
0.0,264.591,-127.3,-72.347311,0.69727,3.9415006,-0.06,-8.35519,0.06,8940.0,127.3,6011.0,1123.0,183.60042,-0.69727,1.49e-05,8.35519,1.3,-1.49e-05,12.3165,0.0,CANDIDATE,TESS
0.0,9.23182,-124.8,-79.358969,0.782579,17.0298529,-0.06,-4.85516,0.06,15940.0,124.8,5022.0,485.0,188.666196,-0.782579,2.48e-05,4.85516,0.92,-2.48e-05,12.0922,0.0,CANDIDATE,TESS
0.0,17.4858,-122.7,-79.757204,0.577669,32.6012979,-0.07,-5.83981,0.07,4490.0,122.7,6067.8,569.0,183.208269,-0.577669,0.0029076,5.83981,1.35,-0.0029076,9.18821,0.0,CANDIDATE,TESS
0.0,172.9,-126.7,-71.012028,0.79364,3.1726875,-0.05,-12.2493,0.05,18990.0,126.7,5056.0,1010.0,201.340644,-0.79364,4.2e-06,12.2493,0.87,-4.2e-06,11.911,0.0,CANDIDATE,TESS
0.0,357.289,-172.3,-62.35522,0.0,8.4893234,0.0,-2580.17,0.0,14020.0,172.3,5030.7,1211.0,214.500086,0.0,6.03e-05,2580.17,0.0,-6.03e-05,0.0,0.0,CANDIDATE,TESS
0.0,184.89,-125.1,-37.34302,7.70669,16.56308,-0.06,-2585.21,0.06,14010.0,125.1,6177.0,1027.0,10.344507,-7.70669,0.00099,2585.21,1.35,-0.00099,30.0184,0.0,CANDIDATE,TESS
0.0,4580.01,-104.1,-30.770097,0.794132,4.6288384,-0.1,-0.294727,0.1,5380.0,104.1,5978.9,2291.0,255.920846,-0.794132,2.92e-05,0.294727,2.22,-2.92e-05,17.2704,0.0,CANDIDATE,TESS
0.0,165.825,-135.4,-71.601209,0.62006,11.4483792,-0.06,-8.06197,0.06,6660.0,135.4,6175.0,999.0,192.997679,-0.62006,0.0001209,8.06197,1.28,-0.0001209,10.4552,0.0,CANDIDATE,TESS
0.0,46.0383,-127.6,-78.459771,0.502363,6.3885628,-0.05,-7.55645,0.05,4410.0,127.6,5474.0,725.0,148.249271,-0.502363,3.33e-05,7.55645,1.03,-3.33e-05,7.62451,0.0,CANDIDATE,TESS
0.0,0.0,0.0,-60.544822,0.0,2.2538878,0.0,-21.0249,0.0,7450.0,0.0,0.0,0.0,221.842017,0.0,0.0008573,21.0249,0.0,-0.0008573,0.0,0.0,CANDIDATE,TESS
0.0,290.61,-131.8,-44.789977,0.680325,3.6515704,-0.08,-3.66374,0.08,5830.0,131.8,6353.0,1150.0,234.483036,-0.680325,1.36e-05,3.66374,1.59,-1.36e-05,12.4868,0.0,CANDIDATE,TESS
0.0,483.791,-408.9,-74.610576,0.0,3.9563671,0.0,-2.59282,0.0,4330.0,408.9,5601.0,1306.0,168.152378,0.0,1.83e-05,2.59282,0.0,-1.83e-05,0.0,0.0,CANDIDATE,TESS
0.0,20675.8,-129.6,-57.63528,5.68226,1.862908,-0.07,-1363.91,0.07,3420.0,129.6,5626.0,3340.0,233.280288,-5.68226,0.0020072,1363.91,1.39,-0.0020072,13.9775,0.0,FALSE POSITIVE,TESS
0.0,2609.72,-128.0,-76.165857,0.647777,0.7799194,-0.11,-3.54741,0.11,1920.0,128.0,5473.0,1991.0,148.193703,-0.647777,5.3e-05,3.54741,2.04,-5.3e-05,9.09676,0.0,FALSE POSITIVE,TESS
0.0,333.667,-122.0,-75.088195,0.0,3.3789946,0.0,-10.9407,0.0,11150.0,122.0,4809.0,1190.0,135.291964,0.0,0.0002786,10.9407,0.82,-0.0002786,8.56973,0.0,FALSE POSITIVE,TESS
0.0,2780.14,-134.7,-62.143614,0.95928,2.6566986,-0.09,-1.98436,0.09,10670.0,134.7,6823.0,2022.0,250.478927,-0.95928,6.4e-06,1.98436,1.67,-6.4e-06,17.7901,0.0,CANDIDATE,TESS
0.0,832.9137795,-130.0,-36.571634,0.9035359,4.040003,-0.0845729,-166.42082,0.0845729,1577.506576,130.0,5692.2,1370.1551938,354.48982,-0.9035359,1.07e-05,166.42082,1.48298,-1.07e-05,6.8572283,0.0,CANDIDATE,TESS
0.0,321.441,-130.0,-73.337551,0.0,3.2404614,0.0,-49.1262,0.0,15130.0,130.0,5823.0,1179.0,163.858368,0.0,7.7e-06,49.1262,1.35,-7.7e-06,18.8972,0.0,CANDIDATE,TESS
0.0,114.611,-131.0,-78.325666,0.665683,8.7520247,-0.05,-2.92556,0.05,17410.0,131.0,5666.0,911.0,236.55223,-0.665683,2.43e-05,2.92556,0.94,-2.43e-05,12.7543,0.0,CANDIDATE,TESS
0.0,1668.68,-122.0,-52.034811,0.0,1.5810556,0.0,-38.0604,0.0,33340.0,122.0,5985.0,1780.0,240.53688,0.0,0.0003538,38.0604,0.76,-0.0003538,13.941,0.0,FALSE POSITIVE,TESS
0.0,498.733,-122.0,-79.364112,0.0,4.0358074,0.0,-12.6294,0.0,11250.0,122.0,6599.0,1316.0,226.825037,0.0,1.13e-05,12.6294,1.56,-1.13e-05,17.8847,0.0,CANDIDATE,TESS
0.0,709.036,-125.5,-47.96366,0.704073,3.8795023,-0.06,-2.65337,0.06,12260.0,125.5,6048.0,1437.0,233.503348,-0.704073,1.01e-05,2.65337,1.26,-1.01e-05,14.0735,0.0,CANDIDATE,TESS
0.0,2647.01,-140.3,-76.895744,0.770351,2.7812908,-0.06,-2.09485,0.06,11930.0,140.3,7560.0,1998.0,230.90908,-0.770351,3.6e-06,2.09485,1.63,-3.6e-06,18.2165,0.0,CANDIDATE,TESS
0.0,706.863,-146.5,-50.692487,0.652737,4.3205081,-0.04,-9.57715,0.04,13290.0,146.5,7627.0,1436.0,237.008308,-0.652737,1.48e-05,9.57715,1.23,-1.48e-05,14.5156,0.0,CANDIDATE,TESS
0.0,1144.81,-122.0,-65.228893,0.0,3.3626798,0.0,-12.9035,0.0,11000.0,122.0,6165.0,1620.0,247.673739,0.0,2.61e-05,12.9035,1.39,-2.61e-05,14.2118,0.0,CANDIDATE,TESS
0.0,2034.63,-130.7,-67.302622,1.08989,1.82856,-0.08,-3.75077,0.08,17750.0,130.7,6078.0,1871.0,258.660861,-1.08989,2.3e-06,3.75077,1.53,-2.3e-06,20.4999,0.0,CANDIDATE,TESS
0.0,1152.76,-122.0,-76.170905,0.0,2.1970052,0.0,-4.94085,0.0,7470.0,122.0,5636.0,1623.0,220.123399,0.0,1.18e-05,4.94085,1.47,-1.18e-05,12.6118,0.0,CANDIDATE,TESS
0.0,15589.0579756,-124.1,-30.336391,1.3032895,0.4947938,-0.0864573,-144.70316,0.0864573,2913.5611564,124.1,5879.0,2849.8678213,1.583584,-1.3032895,6.3e-06,144.70316,1.5121,-6.3e-06,8.7665514,0.0,CANDIDATE,TESS
0.0,1062.41,-166.9,-43.121384,0.0,2.1301227,0.0,-11.0442,0.0,16130.0,166.9,5830.0,1590.0,237.663693,0.0,0.000263,11.0442,0.0,-0.000263,0.0,0.0,CANDIDATE,TESS
0.0,110.739,-113.1,-73.535099,0.0,4.9214799,0.0,-8.45752,0.0,3710.0,113.1,5055.0,903.0,212.3461,0.0,3.8e-05,8.45752,0.0,-3.8e-05,0.0,0.0,CANDIDATE,TESS
0.0,2557.87,-133.9,-43.368223,0.626163,0.9714298,-0.11,-3.3845,0.11,1650.0,133.9,6495.0,1981.0,236.542661,-0.626163,2.9e-06,3.3845,2.18,-2.9e-06,8.81333,0.0,FALSE POSITIVE,TESS
0.0,1386.27,-126.4,-77.911571,0.832526,1.4466788,-0.09,-7.69981,0.09,4410.0,126.4,5881.0,1699.0,210.024916,-0.832526,4.6e-06,7.69981,1.81,-4.6e-06,12.978,0.0,CANDIDATE,TESS
0.0,863.316,-133.7,-58.780443,0.758092,5.1890769,-0.09,-0.92558,0.09,6810.0,133.7,6195.0,1510.0,249.488321,-0.758092,1.62e-05,0.92558,1.81,-1.62e-05,15.2719,0.0,CANDIDATE,TESS
0.0,18.0311,-122.3,-73.594247,0.187216,11.8413467,-0.06,-0.83445,0.06,770.0,122.3,4554.0,574.0,201.749736,-0.187216,6.07e-05,0.83445,0.77,-6.07e-05,2.20757,0.0,CANDIDATE,TESS
0.0,56.3052,-122.3,-73.594247,0.149393,6.0379203,-0.06,-39.1127,0.06,469.0,122.3,4554.0,763.0,201.749736,-0.149393,3.99e-05,39.1127,0.77,-3.99e-05,1.49811,0.0,CANDIDATE,TESS
0.0,133.224,-122.0,-59.305108,0.708659,2.217782,-0.05,-5.60163,0.05,15050.0,122.0,4841.0,946.0,249.443203,-0.708659,2.1e-06,5.60163,0.81,-2.1e-06,10.4759,0.0,CANDIDATE,TESS
0.0,360.794,-131.9,-72.676459,0.2175,6.9625419,-0.05,-2.46467,0.05,1030.0,131.9,5727.0,1214.0,201.174749,-0.2175,9.93e-05,2.46467,0.95,-9.93e-05,2.97636,0.0,CANDIDATE,TESS
0.0,370.391,-127.9,-54.855257,0.813695,3.7833369,-0.07,-2.83408,0.07,11530.0,127.9,5266.0,1222.0,248.914759,-0.813695,7.3e-06,2.83408,1.23,-7.3e-06,13.3743,0.0,CANDIDATE,TESS
0.0,0.0,-193.0,-52.046528,0.0,2.6520851,0.0,-0.216525,0.0,10880.0,193.0,6054.0,0.0,12.274291,0.0,1.3e-06,0.216525,0.0,-1.3e-06,0.0,0.0,FALSE POSITIVE,TESS
0.0,27.2956,-147.1,-78.832021,1.04377,9.1317488,-0.05,-5.66889,0.05,35470.0,147.1,5198.2,636.0,155.199044,-1.04377,9.6e-06,5.66889,0.75,-9.6e-06,14.7541,0.0,CANDIDATE,TESS
0.0,1441.91,0.0,-59.510555,0.0,2.4038651,0.0,-2.77897,0.0,32410.0,0.0,5961.0,0.0,245.267413,0.0,2.4e-06,2.77897,1.21,-2.4e-06,22.3961,0.0,CANDIDATE,TESS
0.0,1125.057365,-133.626,-53.73198,0.6736003,9.2224171,-0.109417,-36.87473,0.109417,3109.7617072,133.626,6332.0,1477.1119659,166.636671,-0.6736003,9.8e-06,36.87473,2.5926199,-9.8e-06,15.6527771,0.0,CANDIDATE,TESS
0.0,236.8223938,-126.031,-22.585444,0.922109,8.159487,-0.0594473,-32.76288,0.0594473,757.1865282,126.031,5860.0,1000.5192324,205.799033,-0.922109,2.5e-05,32.76288,1.2115099,-2.5e-05,3.3709444,0.0,CANDIDATE,TESS
0.0,3.6244475,-157.0,-37.183458,0.7953379,7.748612,-0.0091862,-450.5409,0.0091862,5124.9808086,157.0,3230.0,351.9088621,204.391966,-0.7953379,2.23e-05,450.5409,0.307821,-2.23e-05,2.2168828,0.0,CANDIDATE,TESS
0.0,752.108278,-133.469,-58.24013,2.483735,8.4130034,-0.0838945,-36.387394,0.0838945,490.4350481,133.469,6529.0,1335.6413065,187.429331,-2.483735,2.53e-05,36.387394,1.92409,-2.53e-05,4.3741604,0.0,CANDIDATE,TESS
0.0,7457.95,0.0,-52.777606,0.357131,1.5505494,-0.07,-65.566,0.07,1576.0,0.0,0.0,2588.0,158.743551,-0.357131,1.4e-06,65.566,2.02,-1.4e-06,8.21753,0.0,CANDIDATE,TESS
0.0,382.7103105,0.0,-48.978411,0.1259614,4.218076,0.0,-125.55036,0.0,7882.0701205,0.0,5780.0,1128.0732222,186.787304,-0.1259614,6.4e-06,125.55036,1.0,-6.4e-06,10.0080468,0.0,CONFIRMED,TESS
0.0,295.298,-120.541,-62.401609,0.438282,4.8768783,-0.06,-10.2625,0.06,3800.0,120.541,4562.0,1154.0,185.1383,-0.438282,5.39e-05,10.2625,0.75,-5.39e-05,4.71563,0.0,CANDIDATE,TESS
0.0,3114.1185902,-132.098,-52.750212,1.301697,4.5992844,-0.176914,-85.0651,0.176914,3654.1353754,132.098,5695.0,1905.2568703,155.79732,-1.301697,1.55e-05,85.0651,3.1233001,-1.55e-05,19.0560523,0.0,CANDIDATE,TESS
0.0,175.4529921,-131.891,-29.832996,1.929498,7.3436151,-0.060603,-116.10533,0.060603,1314.7094959,131.891,5406.0,928.2392842,186.816884,-1.929498,0.0001444,116.10533,1.0980901,-0.0001444,3.996537,0.0,CANDIDATE,TESS
0.0,71.5512456,-131.891,-29.832996,0.6332579,0.0,-0.060603,-170.68874,0.060603,8094.9889377,131.891,5406.0,741.7781718,186.816884,-0.6332579,0.0,170.68874,1.0980901,0.0,10.6445904,0.0,CANDIDATE,TESS
0.0,2682.0062952,-136.501,-56.624175,3.3501568,3.4468018,-0.0501257,-237.0964,0.0501257,3745.6837264,136.501,7853.0,1835.4167797,174.043143,-3.3501568,7.8e-06,237.0964,1.5443701,-7.8e-06,9.8310336,0.0,CANDIDATE,TESS
