pl_insolerr1,pl_insol,st_tefferr2,dec,pl_radeerr1,pl_orbper,st_raderr2,pl_trandeperr2,st_raderr1,pl_trandep,st_tefferr1,st_teff,pl_eqt,ra,pl_radeerr2,pl_orbpererr1,pl_trandeperr1,st_rad,pl_orbpererr2,pl_rade,pl_insolerr2,disposition,source
0.0,18176.4904225,-154.635,-58.569285,3.2767613,1.1882549,-0.0550854,-372.71146,0.0550854,2971.3418778,154.635,8405.0,2961.4012649,163.714472,-3.2767613,4.9e-06,372.71146,1.78789,-4.9e-06,12.1227001,0.0,CANDIDATE,TESS
0.0,1041.3249499,-140.7,24.435135,0.7268147,2.1570462,-0.0500503,-330.31314,0.0500503,17928.3672773,140.7,5863.0,1448.8262904,300.735006,-0.7268147,3.67e-05,330.31314,1.04535,-3.67e-05,14.5949243,0.0,FALSE POSITIVE,TESS
0.0,504.746,0.0,18.698914,0.0,2.9151556,0.0,-196.266,0.0,2910.0,0.0,6220.0,0.0,297.043476,0.0,1.17e-05,196.266,1.34,-1.17e-05,7.4578,0.0,CANDIDATE,TESS
0.0,426.7739259,-141.2,31.42271,1.1429387,4.4961387,-0.0600377,-726.6213,0.0600377,10767.3313678,141.2,5554.0,1159.2289516,299.224223,-1.1429387,0.0005752,726.6213,1.18466,-0.0005752,12.7988183,0.0,CANDIDATE,TESS
0.0,1012.39,-122.0,32.425717,0.0,1.7561019,0.0,-48.2745,0.0,11010.0,122.0,4896.0,1571.0,298.561279,0.0,0.001041,48.2745,0.81,-0.001041,8.43478,0.0,FALSE POSITIVE,TESS
0.0,3036.53,-247.7,21.371475,0.895715,1.2997811,-0.08,-11.7254,0.08,7140.0,247.7,6053.0,2068.0,290.079022,-0.895715,0.0003363,11.7254,1.61,-0.0003363,13.6803,0.0,FALSE POSITIVE,TESS
0.0,249.397,-101.1,25.453674,0.0,5.1108509,0.0,-6.71208,0.0,15900.0,101.1,4916.0,1107.0,302.196738,0.0,2.14e-05,6.71208,0.0,-2.14e-05,0.0,0.0,CANDIDATE,TESS
0.0,1373.5324063,-131.6,-17.077595,1.1134071,3.4654953,-0.128781,-134.21783,0.128781,5884.1905569,131.6,5570.3,1552.6711273,357.580647,-1.1134071,5.2e-06,134.21783,1.77738,-5.2e-06,14.2776184,0.0,CONFIRMED,TESS
0.0,614.779,-183.6,30.779967,0.741802,2.8724894,-0.05,-8.84634,0.05,13480.0,183.6,5752.0,1387.0,296.354017,-0.741802,1.09e-05,8.84634,1.1,-1.09e-05,13.1718,0.0,CANDIDATE,TESS
0.0,1522.7,-270.1,34.573742,0.0,1.7113115,0.0,-22.8329,0.0,9840.0,270.1,6845.2,1740.0,293.480154,0.0,0.0002522,22.8329,0.0,-0.0002522,0.0,0.0,FALSE POSITIVE,TESS
0.0,2338.63,-20.6,25.009637,1.05725,2.9817237,-0.12,-6.13021,0.12,4970.0,20.6,7717.5,1937.0,301.224694,-1.05725,1.58e-05,6.13021,2.14,-1.58e-05,15.4413,0.0,CANDIDATE,TESS
0.0,1141.17,-132.1,32.614099,3.08744,1.5039495,-0.07,-720.038,0.07,25120.0,132.1,5623.0,1619.0,295.556776,-3.08744,5.2e-06,720.038,0.95,-5.2e-06,17.3816,0.0,CANDIDATE,TESS
0.0,1021.58,0.0,28.93787,0.0,3.0415724,0.0,-2.06687,0.0,6090.0,0.0,5814.1,0.0,284.513463,0.0,1.1e-05,2.06687,1.3,-1.1e-05,10.3727,0.0,CANDIDATE,TESS
0.0,2388.65,-130.4,30.609158,15.5508,2.501531,-0.08,-7968.97,0.08,2980.0,130.4,5823.0,1947.0,288.973752,-15.5508,7.3e-06,7968.97,1.58,-7.3e-06,20.1829,0.0,CANDIDATE,TESS
0.0,403.813,-122.0,44.758806,0.0,3.3687307,0.0,-8.05674,0.0,13270.0,122.0,5727.0,1248.0,278.705159,0.0,1.11e-05,8.05674,1.18,-1.11e-05,13.6378,0.0,CANDIDATE,TESS
0.0,263.25,-32.5,30.785472,0.849796,2.9661661,-0.01,-41.4358,0.01,19190.0,32.5,5436.0,1122.0,288.773993,-0.849796,0.0010404,41.4358,1.17,-0.0010404,16.476,0.0,CANDIDATE,TESS
0.0,913.394,-126.7,21.34507,2.6709,3.500869,-0.09,-192.639,0.09,6230.0,126.7,5870.0,1531.0,308.077998,-2.6709,7.3e-06,192.639,1.69,-7.3e-06,13.3258,0.0,CANDIDATE,TESS
0.0,831.069,-122.0,38.584869,0.0,3.0086349,0.0,-6.74479,0.0,8530.0,122.0,5984.0,1495.0,284.083969,0.0,1.46e-05,6.74479,1.46,-1.46e-05,13.7329,0.0,CANDIDATE,TESS
0.0,39.1931,-175.1,31.780951,0.0,3.0002348,0.0,-1584.11,0.0,8920.0,175.1,5757.3,697.0,316.939742,0.0,0.006387,1584.11,0.0,-0.006387,0.0,0.0,CANDIDATE,TESS
0.0,161.632,-149.4,34.398801,2.86905,3.3412415,-0.05,-800.673,0.05,12360.0,149.4,5285.0,993.0,301.079595,-2.86905,8.3e-06,800.673,0.9,-8.3e-06,10.2542,0.0,CANDIDATE,TESS
0.0,2500.98,-180.9,42.906534,0.97774,2.304583,-0.09,-1.13023,0.09,10800.0,180.9,6562.0,1970.0,304.283458,-0.97774,3.4e-06,1.13023,1.58,-3.4e-06,16.9661,0.0,CANDIDATE,TESS
0.0,123.578,-122.0,34.398008,0.0,3.3418892,0.0,-41.749,0.0,24860.0,122.0,4874.0,928.0,301.078777,0.0,0.0004222,41.749,0.8,-0.0004222,13.4003,0.0,FALSE POSITIVE,TESS
0.0,4445.59,-136.1,37.822833,1.1299,0.8912218,-0.08,-24.2008,0.08,9160.0,136.1,6245.0,2274.0,320.427977,-1.1299,0.0003058,24.2008,1.59,-0.0003058,15.1782,0.0,FALSE POSITIVE,TESS
0.0,1996.94,-122.0,34.315352,0.0,1.5380702,0.0,-24.5268,0.0,8770.0,122.0,6125.0,1862.0,301.520846,0.0,0.0003362,24.5268,2.06,-0.0003362,18.9812,0.0,FALSE POSITIVE,TESS
0.0,7316.7400883,-153.7,40.577175,33.721294,1.755115,-0.124875,-399.54776,0.124875,7747.1683435,153.7,5889.0,2358.8436545,300.263522,-33.721294,0.0001138,399.54776,2.4012699,-0.0001138,33.1493745,0.0,CANDIDATE,TESS
0.0,1053.2751311,-351.2,37.117833,0.0,1.9740614,0.0,-1311.5981,0.0,19601.2829646,351.2,3633.7,1452.9285261,311.862231,0.0,0.0003061,1311.5981,0.0,-0.0003061,0.0,0.0,FALSE POSITIVE,TESS
0.0,568.458,-52.6,27.60727,0.361035,2.5850398,-0.02,-406.857,0.02,12980.0,52.6,5770.0,1360.0,328.059766,-0.361035,3.2e-06,406.857,1.2,-3.2e-06,14.2221,0.0,CANDIDATE,TESS
0.0,1915.81643,-122.0,-46.945342,16.82401,1.2979921,0.0,-439.68103,0.0,10855.6558194,122.0,4965.0,1687.3618388,24.272371,-16.82401,3.4e-06,439.68103,2.63993,-3.4e-06,39.1860336,0.0,CANDIDATE,TESS
0.0,786.9915489,-42.5,39.120541,0.0,2.4563456,0.0,-361.86145,0.0,9097.6513647,42.5,4908.5,1350.8659866,302.324919,0.0,0.0001116,361.86145,0.0,-0.0001116,0.0,0.0,CANDIDATE,TESS
0.0,192.446,-145.8,35.395056,0.0,4.3167817,0.0,-226.889,0.0,8360.0,145.8,5276.4,1037.0,308.562722,0.0,6.5e-06,226.889,0.0,-6.5e-06,0.0,0.0,CANDIDATE,TESS
0.0,843.7111506,-107.7,48.239969,0.6625785,3.2346944,-0.059593,-132.62682,0.059593,10156.5613928,107.7,5613.0,1374.5742272,296.837248,-0.6625785,6e-06,132.62682,1.3147399,-6e-06,13.3160023,0.0,CONFIRMED,TESS
0.0,0.0,0.0,41.923195,0.0,1.9115371,0.0,-695.509,0.0,11380.0,0.0,0.0,0.0,315.638041,0.0,6.4e-06,695.509,0.0,-6.4e-06,0.0,0.0,CANDIDATE,TESS
0.0,480.295,-284.0,51.161973,0.0,1.8532983,0.0,-19.5896,0.0,10790.0,284.0,6292.8,1304.0,296.414319,0.0,9.98e-05,19.5896,0.0,-9.98e-05,0.0,0.0,FALSE POSITIVE,TESS
0.0,91.3894,-234.5,49.154874,2.76607,5.6133922,-0.05,-513.945,0.05,15850.0,234.5,5848.0,861.0,302.284347,-2.76607,1.57e-05,513.945,1.07,-1.57e-05,15.2695,0.0,FALSE POSITIVE,TESS
0.0,216.462,-122.0,48.162655,0.0,7.3105415,0.0,-503.742,0.0,8940.0,122.0,6353.0,1068.0,295.328172,0.0,2.52e-05,503.742,1.58,-2.52e-05,15.0553,0.0,CANDIDATE,TESS
0.0,283.742,-122.0,48.198605,0.0,6.0978165,0.0,-5.49127,0.0,15220.0,122.0,6255.0,1143.0,302.078689,0.0,1.73e-05,5.49127,1.11,-1.73e-05,14.2859,0.0,CANDIDATE,TESS
0.0,728.1777183,-41.8,28.1795,1.3005697,3.1198404,-0.105497,-283.0963,0.105497,8016.8009531,41.8,6011.2,1324.8877848,328.911371,-1.3005697,0.0001282,283.0963,1.13476,-0.0001282,12.1758,0.0,CONFIRMED,TESS
0.0,3659.88,-122.0,25.336895,0.0,2.5313956,0.0,-3669.73,0.0,9640.0,122.0,5854.0,2166.0,310.121327,0.0,1.36e-05,3669.73,1.13,-1.36e-05,23.2858,0.0,FALSE POSITIVE,TESS
0.0,523.564,-194.0,36.970694,2.25235,4.2021893,-0.06,-194.2,0.06,9310.0,194.0,6702.0,1332.0,307.376941,-2.25235,4.4e-06,194.2,1.42,-4.4e-06,14.1363,0.0,FALSE POSITIVE,TESS
0.0,1063.58,0.0,42.89367,0.0,6.481666,0.0,-713.87,0.0,12000.0,0.0,7849.0,0.0,305.141062,0.0,1.05e-05,713.87,1.99,-1.05e-05,22.7901,0.0,CANDIDATE,TESS
0.0,317.569,-87.7,26.846137,0.0,2.2020405,0.0,-792.342,0.0,11000.0,87.7,5276.4,1176.0,323.205605,0.0,2.9e-06,792.342,0.0,-2.9e-06,0.0,0.0,CANDIDATE,TESS
0.0,2037.6641193,-161.6,37.349804,0.9539936,3.1872086,-0.071583,-197.77478,0.071583,15583.7155253,161.6,6578.0,1713.5741385,301.314408,-0.9539936,7.62e-05,197.77478,1.64157,-7.62e-05,21.2058311,0.0,CANDIDATE,TESS
0.0,312.039,-144.1,41.255055,0.572269,5.2019364,-0.06,-5.67601,0.06,5830.0,144.1,6111.0,1170.0,305.517342,-0.572269,2.89e-05,5.67601,1.27,-2.89e-05,9.64178,0.0,CANDIDATE,TESS
0.0,85.347,-122.0,39.595575,0.0,4.1632657,0.0,-880.914,0.0,16500.0,122.0,5145.0,846.0,304.765094,0.0,9.7e-06,880.914,1.34,-9.7e-06,17.3522,0.0,CANDIDATE,TESS
0.0,1703.73,-122.0,47.783127,0.0,0.3093954,0.0,-4036.96,0.0,7680.0,122.0,4769.0,1789.0,294.557985,0.0,1.04e-05,4036.96,0.73,-1.04e-05,15.7244,0.0,FALSE POSITIVE,TESS
0.0,19428.3,-135.7,45.499591,5.0846,1.8639309,-0.09,-848.736,0.09,3640.0,135.7,6527.4,3289.0,299.872379,-5.0846,1.39e-05,848.736,1.57,-1.39e-05,14.7339,0.0,FALSE POSITIVE,TESS
0.0,1555.17,-105.8,29.91356,0.535139,1.1239202,-0.08,-138.531,0.08,1100.0,105.8,7786.1,1749.0,325.383163,-0.535139,2.3e-06,138.531,2.06,-2.3e-06,8.30438,0.0,CANDIDATE,TESS
0.0,1528.03,-126.9,25.540404,2.74154,3.1940809,-0.11,-117.107,0.11,3380.0,126.9,6417.0,1741.0,314.510904,-2.74154,9.7e-06,117.107,2.24,-9.7e-06,12.9018,0.0,CANDIDATE,TESS
0.0,1195.25,-131.2,25.898469,4.36256,0.9277787,-0.14,-261.475,0.14,3020.0,131.2,6123.0,1638.0,314.545327,-4.36256,2.2e-06,261.475,2.42,-2.2e-06,13.2413,0.0,CANDIDATE,TESS
0.0,2216.7805559,0.0,29.869375,0.227919,1.9410635,0.0,-134.97005,0.0,4846.7705905,0.0,6497.2,1750.0498731,325.603811,-0.227919,9.89e-05,134.97005,1.46336,-9.89e-05,11.8231228,0.0,CANDIDATE,TESS
0.0,1829.12,-192.4,34.424583,0.0,1.6127665,0.0,-22759.4,0.0,9630.0,192.4,5359.2,1821.0,321.482979,0.0,5.5e-06,22759.4,0.0,-5.5e-06,0.0,0.0,CANDIDATE,TESS
0.0,435.707,-654.6,56.508168,3.08475,5.271813,-0.16,-702.375,0.16,20390.0,654.6,5947.6,1272.0,302.24715,-3.08475,9.6e-06,702.375,0.73,-9.6e-06,10.3325,0.0,CANDIDATE,TESS
0.0,5402.97,-697.0,46.002151,3.79009,0.476873,-0.8,-7.72333,0.8,1930.0,697.0,5877.0,2388.0,294.487932,-3.79009,4.42e-05,7.72333,3.57,-4.42e-05,16.2032,0.0,FALSE POSITIVE,TESS
0.0,717.151,-122.0,36.440693,0.0,2.5650361,0.0,-943.168,0.0,9190.0,122.0,5866.0,1441.0,314.577184,0.0,1.55e-05,943.168,1.34,-1.55e-05,13.0681,0.0,CANDIDATE,TESS
0.0,7355.9058604,-256.5,39.959925,0.5753923,2.5402287,-0.0536608,-145.21654,0.0536608,8272.7904433,256.5,9339.0,1939.0,296.381383,-0.5753923,5.2e-06,145.21654,1.5968,-5.2e-06,16.3917196,0.0,CANDIDATE,TESS
0.0,542.4861018,-122.0,-37.222035,0.8375738,5.7694373,0.0,-310.443,0.0,4655.9610935,122.0,5499.0,1230.8833686,6.070055,-0.8375738,2.72e-05,310.443,1.5989701,-2.72e-05,11.9640451,0.0,CANDIDATE,TESS
0.0,15472.4,-130.2,40.30857,3.84238,1.9804293,-0.06,-723.852,0.06,1830.0,130.2,6381.0,3107.0,296.063483,-3.84238,9.1e-06,723.852,1.29,-9.1e-06,10.1264,0.0,CANDIDATE,TESS
0.0,1041.76,-149.9,38.393653,1.21618,4.1273472,-0.05,-40.4997,0.05,18840.0,149.9,7795.0,1582.0,299.809982,-1.21618,2.34e-05,40.4997,1.44,-2.34e-05,20.1447,0.0,FALSE POSITIVE,TESS
0.0,32313.0,-52.5,46.923098,2.55227,1.3298469,-0.04,-798.326,0.04,2190.0,52.5,5791.1,3735.0,306.256232,-2.55227,0.0003009,798.326,0.81,-0.0003009,6.98364,0.0,FALSE POSITIVE,TESS
0.0,183.2136427,-106.3,41.011019,0.6868606,17.8552322,-0.0669849,-165.61226,0.0669849,8831.6711744,106.3,6779.2,938.3377787,297.45374,-0.6868606,3.43e-05,165.61226,1.49114,-3.43e-05,14.5976753,0.0,CONFIRMED,TESS
0.0,1655.4640288,-225.6,46.103142,0.8395072,4.0875563,-0.0637588,-158.39491,0.0637588,15662.5623222,225.6,6454.0,1626.8581476,305.940369,-0.8395072,9.47e-05,158.39491,1.55158,-9.47e-05,19.9932642,0.0,CANDIDATE,TESS
0.0,361.994,-147.1,35.395204,0.684476,4.3170598,-0.06,-4.77829,0.06,10240.0,147.1,6017.0,1215.0,308.561885,-0.684476,0.0002595,4.77829,1.25,-0.0002595,12.9424,0.0,FALSE POSITIVE,TESS
0.0,3379.0,-122.0,38.857228,0.0,1.764534,0.0,-1961.8,0.0,27120.0,122.0,6479.0,2124.0,297.295912,0.0,4.8e-06,1961.8,1.2,-4.8e-06,23.84,0.0,FALSE POSITIVE,TESS
0.0,241.443,-129.4,29.844788,3.42818,1.9990323,-0.06,-811.547,0.06,12390.0,129.4,5675.0,1098.0,318.104487,-3.42818,2.5e-06,811.547,1.07,-2.5e-06,12.7486,0.0,CANDIDATE,TESS
0.0,130.1481354,-135.9,34.739581,0.7326464,4.4178042,-0.0516809,-234.63203,0.0516809,6790.1682056,135.9,4864.0,861.4483375,322.602368,-0.7326464,0.0001971,234.63203,0.785799,-0.0001971,6.4020317,0.0,CONFIRMED,TESS
0.0,485.021,0.0,26.401654,0.0,4.5956692,0.0,-286.994,0.0,11760.0,0.0,6157.0,0.0,307.013306,0.0,3.9e-06,286.994,1.3,-3.9e-06,14.2314,0.0,CANDIDATE,TESS
0.0,22464.7891996,-140.1,-48.48474,2.76346,0.9399664,-0.137786,-44.67597,0.137786,587.9364245,140.1,6300.3,3122.4488768,32.321881,-2.76346,4.03e-05,44.67597,2.5465,-4.03e-05,6.6149456,0.0,FALSE POSITIVE,TESS
0.0,17992.5,-130.0,34.126027,0.0,2.1083693,0.0,-336.021,0.0,9250.0,130.0,10984.0,3226.0,305.46164,0.0,5.5e-06,336.021,1.35,-5.5e-06,13.1161,0.0,CANDIDATE,TESS
0.0,1401.91,-287.0,47.392259,1.27075,3.007925,-0.14,-194.924,0.14,7760.0,287.0,7457.0,1704.0,328.455439,-1.27075,3e-06,194.924,1.68,-3e-06,15.3022,0.0,CANDIDATE,TESS
0.0,0.0,0.0,52.396406,0.0,2.7568649,0.0,-9.07367,0.0,18380.0,0.0,0.0,0.0,314.895323,0.0,0.0001438,9.07367,0.0,-0.0001438,0.0,0.0,FALSE POSITIVE,TESS
0.0,196.707,-116.9,38.28595,1.00248,9.8170028,-0.07,-24.1325,0.07,6510.0,116.9,5994.3,1043.0,336.998619,-1.00248,0.000614,24.1325,1.49,-0.000614,12.7271,0.0,CANDIDATE,TESS
0.0,104.96,-234.5,41.681578,0.0,3.6691817,0.0,-713.768,0.0,9890.0,234.5,4675.9,891.0,326.599217,0.0,1.17e-05,713.768,0.0,-1.17e-05,0.0,0.0,CANDIDATE,TESS
0.0,159.573,-160.2,36.247629,6.136,8.084554,-0.07,-2318.97,0.07,6180.0,160.2,5739.0,990.0,326.473232,-6.136,0.0017143,2318.97,1.15,-0.0017143,14.1848,0.0,CANDIDATE,TESS
0.0,340.838,-113.4,52.080676,0.656212,4.6387689,-0.06,-303.118,0.06,11400.0,113.4,5543.7,1153.9361568,300.917036,-0.656212,7.1e-06,303.118,1.2,-7.1e-06,13.0535,0.0,CANDIDATE,TESS
0.0,248.814,-145.3,48.334399,0.563045,5.2667367,-0.08,-209.582,0.08,2910.0,145.3,5938.0,1106.0,327.095917,-0.563045,2.14e-05,209.582,1.6,-2.14e-05,8.71675,0.0,CONFIRMED,TESS
0.0,3463.78,-503.1,49.112843,0.392416,1.3176767,-0.07,-79.9536,0.07,530.0,503.1,7176.0,2137.0,317.124796,-0.392416,8.9e-06,79.9536,1.73,-8.9e-06,4.16809,0.0,FALSE POSITIVE,TESS
0.0,126.954,-122.0,56.823139,0.0,3.310636,0.0,-2.63784,0.0,590.0,122.0,3245.0,935.0,322.029218,0.0,0.0014244,2.63784,0.0,-0.0014244,0.0,0.0,FALSE POSITIVE,TESS
0.0,61.7667,-130.0,-47.355422,8.30257,9.10326,-0.07,-3775.36,0.07,14080.0,130.0,5467.0,781.0,3.061189,-8.30257,3e-05,3775.36,1.21,-3e-05,26.9344,0.0,CANDIDATE,TESS
0.0,235.634,-157.0,38.530284,0.317389,3.121339,-0.02,-6.56512,0.02,26300.0,157.0,3858.0,1091.0,330.271302,-0.317389,0.0001901,6.56512,0.56,-0.0001901,9.21314,0.0,FALSE POSITIVE,TESS
0.0,3202.79,-88.6,53.276849,0.0,3.0373017,0.0,-574.637,0.0,6290.0,88.6,4903.0,2095.0,303.369006,0.0,0.0003588,574.637,0.0,-0.0003588,0.0,0.0,FALSE POSITIVE,TESS
0.0,495.827,-145.1,50.076925,3.25702,4.4168832,-0.07,-418.25,0.07,11250.0,145.1,5847.0,1314.0,307.292565,-3.25702,1.07e-05,418.25,1.42,-1.07e-05,14.9431,0.0,CANDIDATE,TESS
0.0,286.1260306,-201.0,48.687895,0.0,5.2462501,0.0,-255.29626,0.0,8285.7164803,201.0,3882.0,1048.9603973,315.8822,0.0,0.0004508,255.29626,0.0,-0.0004508,0.0,0.0,CANDIDATE,TESS
0.0,0.0,0.0,52.396108,0.0,2.7567478,0.0,-360.433,0.0,9790.0,0.0,0.0,0.0,314.895418,0.0,2.9e-06,360.433,0.0,-2.9e-06,0.0,0.0,CANDIDATE,TESS
0.0,112.33,-119.7,34.646627,0.353564,3.5410781,-0.06,-130.405,0.06,3020.0,119.7,4652.0,906.0,326.807138,-0.353564,6.1e-06,130.405,0.82,-6.1e-06,4.63661,0.0,CANDIDATE,TESS
0.0,28.0204,-143.0,50.922722,2.80094,11.3201226,-0.05,-1064.46,0.05,31070.0,143.0,4971.0,640.0,310.219074,-2.80094,1.66e-05,1064.46,0.74,-1.66e-05,12.7584,0.0,CANDIDATE,TESS
0.0,1630.09,0.0,49.431813,0.0,4.1584817,0.0,-184.965,0.0,7650.0,0.0,7486.0,0.0,316.834683,0.0,5.4e-06,184.965,1.87,-5.4e-06,16.4644,0.0,CANDIDATE,TESS
0.0,2328.97,-137.9,50.926837,0.833223,3.7037478,-0.11,-207.549,0.11,4210.0,137.9,6688.0,1935.0,308.308351,-0.833223,1.33e-05,207.549,2.2,-1.33e-05,14.1169,0.0,CANDIDATE,TESS
0.0,2957.04,-148.8,39.495055,0.951259,3.0827487,-0.08,-159.715,0.08,14750.0,148.8,7658.5,2054.0,326.392082,-0.951259,1.4e-06,159.715,1.61,-1.4e-06,20.1593,0.0,CANDIDATE,TESS
0.0,0.0,-130.8,-42.361791,1.00106,16.45209,-0.11,-17.571,0.11,3320.0,130.8,5573.0,0.0,11.673176,-1.00106,0.0,17.571,1.85,0.0,8.62362,0.0,CANDIDATE,TESS
0.0,396.459,-131.4,43.529775,3.12315,8.4843917,-0.2,-2134.37,0.2,5630.0,131.4,5859.7,1243.0,325.190963,-3.12315,6.45e-05,2134.37,1.65,-6.45e-05,13.159,0.0,CANDIDATE,TESS
0.0,811.914,0.0,33.349296,0.604716,5.5280331,-0.08,-172.018,0.08,1850.0,0.0,0.0,1487.0,332.122967,-0.604716,5.76e-05,172.018,2.11,-5.76e-05,9.24388,0.0,CANDIDATE,TESS
0.0,330.730008,-129.4,34.211658,0.6743396,3.8212977,-0.0536683,-214.6267,0.0536683,13607.9927553,129.4,5342.0,1087.6474599,331.506364,-0.6743396,0.0001557,214.6267,0.992137,-0.0001557,11.6869491,0.0,CANDIDATE,TESS
0.0,26.3577,-122.0,32.537015,0.0,9.3236885,0.0,-790.806,0.0,12730.0,122.0,5505.0,631.0,331.162387,0.0,2.35e-05,790.806,1.15,-2.35e-05,13.41,0.0,CANDIDATE,TESS
0.0,535.3422852,-127.7,44.027596,0.8062136,1.805376,-0.0519572,-337.05713,0.0519572,21680.3724998,127.7,5090.0,1226.8109303,4.859275,-0.8062136,5.44e-05,337.05713,0.820538,-5.44e-05,12.0157766,0.0,CONFIRMED,TESS
0.0,357.504,-100.6,36.361717,0.500602,4.9056578,-0.05,-415.413,0.05,9475.0,100.6,5989.7,1211.0,356.128305,-0.500602,1.42e-05,415.413,1.01,-1.42e-05,9.37482,0.0,CANDIDATE,TESS
0.0,165.190061,-114.7,34.711402,0.7286459,4.0088245,-0.0489648,-187.97467,0.0489648,21483.7462243,114.7,5007.0,914.3568608,9.516583,-0.7286459,9.65e-05,187.97467,0.795696,-9.65e-05,11.5444262,0.0,CONFIRMED,TESS
0.0,540.162,-136.3,59.27843,9.40308,3.7026941,-0.07,-3197.47,0.07,13130.0,136.3,6282.0,1343.0,306.049504,-9.40308,5.5e-06,3197.47,1.5,-5.5e-06,20.0,0.0,CANDIDATE,TESS
0.0,382.391,-86.0,38.298531,0.0,3.2523102,0.0,-10.6376,0.0,11410.0,86.0,5396.4,1231.0,4.094988,0.0,0.0006564,10.6376,0.9,-0.0006564,9.6972,0.0,CANDIDATE,TESS
0.0,621.088,-118.0,-29.590446,7.87344,8.0635,-0.1,-1684.47,0.1,5180.0,118.0,5657.0,1390.0,347.08487,-7.87344,6e-05,1684.47,1.71,-6e-05,24.3071,0.0,FALSE POSITIVE,TESS
0.0,489.828,-150.7,56.504367,0.899605,5.016641,-0.08,-414.359,0.08,10347.0,150.7,6616.0,1310.0,316.383909,-0.899605,1.38e-05,414.359,1.83,-1.38e-05,17.7733,0.0,CANDIDATE,TESS
0.0,506.135,-126.6,45.387414,0.704377,4.0517972,-0.08,-221.382,0.08,6256.0,126.6,6284.0,1321.0,8.701208,-0.704377,1e-05,221.382,1.45,-1e-05,11.2646,0.0,CANDIDATE,TESS
0.0,1799.1007103,-199.1,54.574269,0.6981905,2.3874731,-0.0550553,-120.55249,0.0550553,14252.9367639,199.1,6566.0,1661.0534911,325.972143,-0.6981905,2.99e-05,120.55249,1.27379,-2.99e-05,15.9427336,0.0,CANDIDATE,TESS
0.0,328.939,-124.0,24.724075,0.0,1.2678043,0.0,-1288.93,0.0,8549.0,124.0,5303.0,1186.0,13.719844,0.0,2.5e-06,1288.93,0.9,-2.5e-06,8.74635,0.0,CANDIDATE,TESS
0.0,2393.1412334,-28.6,56.918981,0.0,1.0666963,0.0,-122.11919,0.0,19028.8653052,28.6,4893.1,1783.8643732,333.501055,0.0,6.4e-06,122.11919,0.0,-6.4e-06,0.0,0.0,CANDIDATE,TESS
0.0,1005.1,-134.0,54.481231,0.746894,3.6554335,-0.07,-157.482,0.07,9680.0,134.0,6321.0,1568.0,332.715604,-0.746894,3.3e-06,157.482,1.56,-3.3e-06,15.7486,0.0,CANDIDATE,TESS
0.0,118.249,-137.3,57.666632,0.0,9.312167,0.0,-9911.86,0.0,15226.0,137.3,3979.0,918.0,321.24506,0.0,3.22e-05,9911.86,0.0,-3.22e-05,0.0,0.0,CANDIDATE,TESS
0.0,0.0,0.0,58.514945,0.0,3.5884855,0.0,-479.482,0.0,6810.0,0.0,0.0,0.0,310.704952,0.0,1.41e-05,479.482,0.0,-1.41e-05,0.0,0.0,CANDIDATE,TESS
0.0,1859.62,-122.0,56.896568,0.0,2.6816329,0.0,-17.1943,0.0,3100.0,122.0,7047.0,1829.0,312.456261,0.0,0.000715,17.1943,2.34,-0.000715,13.2689,0.0,FALSE POSITIVE,TESS
0.0,213.106,-246.3,59.710013,2.55507,6.3854622,-0.06,-381.356,0.06,6720.0,246.3,5519.0,1064.0,312.382517,-2.55507,2.65e-05,381.356,1.17,-2.65e-05,9.57629,0.0,CANDIDATE,TESS
0.0,3182.4341084,-126.8,58.301643,0.8135636,1.7384809,-0.0970854,-150.71355,0.0970854,3882.8974217,126.8,5540.0,1915.6210676,298.705925,-0.8135636,1.26e-05,150.71355,1.72093,-1.26e-05,12.9358521,0.0,FALSE POSITIVE,TESS
0.0,1319.62,-131.7,50.681902,0.812247,3.0789699,-0.08,-296.149,0.08,9695.0,131.7,6153.0,1679.0,344.964568,-0.812247,6.3e-06,296.149,1.64,-6.3e-06,15.4449,0.0,CANDIDATE,TESS
0.0,442.993,-101.7,59.448903,0.891826,1.4822451,-0.06,-2.75825,0.06,21920.0,101.7,5115.0,1278.0,305.221945,-0.891826,1.1e-06,2.75825,0.91,-1.1e-06,14.0641,0.0,CONFIRMED,TESS
0.0,465.25,-122.0,58.799138,0.0,3.1493729,0.0,-419.657,0.0,18830.0,122.0,5766.0,1293.0,303.361066,0.0,3.3e-06,419.657,0.96,-3.3e-06,13.6409,0.0,CANDIDATE,TESS
0.0,1058.47,-128.0,44.648308,0.693629,3.1315583,-0.09,-251.245,0.09,5140.0,128.0,5684.0,1589.0,349.417344,-0.693629,1.08e-05,251.245,1.69,-1.08e-05,11.2819,0.0,CANDIDATE,TESS
0.0,2177.78,-141.1,47.044576,1.24817,2.4188647,-0.15,-242.93,0.15,5441.0,141.1,7316.0,1903.0,346.752412,-1.24817,4.6e-06,242.93,2.9,-4.6e-06,20.8975,0.0,CANDIDATE,TESS
0.0,366.758,-125.9,45.324754,0.858438,3.2337884,-0.08,-404.295,0.08,9188.0,125.9,6065.0,1219.0,346.125597,-0.858438,5.9e-06,404.295,1.64,-5.9e-06,15.3732,0.0,CANDIDATE,TESS
