koi_depth_err1,koi_period,koi_period_err2,koi_depth_err2,koi_teq_err1,koi_steff_err2,koi_disposition,koi_steff_err1,koi_steff,koi_prad_err2,koi_insol_err1,koi_teq_err2,koi_teq,koi_insol_err2,koi_prad_err1,koi_srad_err2,source,koi_insol,koi_prad,koi_srad_err1,koi_depth,koi_period_err1,koi_srad
23.8,9.4907638,-0.0001004,-23.8,0.0,-142.0,CANDIDATE,173.0,5290.0,-0.08,45.41,0.0,704.0,-13.37,0.26,-0.055,Kepler,58.01,1.05,0.188,197.4,0.0001004,0.746
12.5,0.76196247,-2.216e-06,-12.5,0.0,-103.0,CANDIDATE,103.0,5167.0,-0.06,398.14,0.0,1638.0,-300.04,0.07,-0.043,Kepler,1710.11,1.08,0.053,190.2,2.216e-06,0.787
21.5,1.824649,-1.103e-06,-21.5,0.0,-203.0,FALSE POSITIVE,203.0,6190.0,-0.64,557.08,0.0,1508.0,-393.56,0.7,-0.095,Kepler,1222.28,5.31,0.104,3218.5,1.103e-06,0.793
4.7,2.832647249,-8.329e-06,-4.7,0.0,-117.0,CONFIRMED,105.0,5865.0,-0.22,476.22,0.0,1453.0,-372.7,0.23,-0.207,Kepler,1054.98,1.37,0.207,114.7,8.329e-06,1.272
2.6,3.70063251,-1.772e-05,-2.6,0.0,-97.0,CONFIRMED,108.0,5423.0,-0.43,316.9,0.0,1329.0,-446.43,0.19,-0.49,Kepler,737.02,1.24,0.21,68.6,1.772e-05,1.404
5.3,3.93083997,-2.033e-05,-5.3,0.0,-121.0,CONFIRMED,121.0,6038.0,-0.18,318.13,0.0,1317.0,-244.27,0.19,-0.186,Kepler,711.45,1.2,0.186,101.4,2.033e-05,1.191
7.3,7.63008196,-4.221e-05,-7.3,0.0,-121.0,CONFIRMED,121.0,6038.0,-0.22,131.32,0.0,1056.0,-100.83,0.22,-0.186,Kepler,293.67,1.39,0.186,124.0,4.221e-05,1.191
14.5,16.22378479,-7.758e-05,-14.5,0.0,0.0,CONFIRMED,110.0,5547.0,-0.12,18.79,0.0,676.0,-10.11,0.19,-0.07,Kepler,49.35,1.51,0.12,262.3,7.758e-05,0.925
27.1,9.76293284,-4.683e-05,-27.1,0.0,-151.0,CONFIRMED,151.0,5052.0,-0.23,20.18,0.0,703.0,-17.77,0.18,-0.095,Kepler,57.59,1.94,0.078,553.2,4.683e-05,0.816
24.0,58.601926,-0.0005788,-24.0,0.0,-225.0,CONFIRMED,169.0,6250.0,-0.22,15.23,0.0,508.0,-4.99,0.68,-0.112,Kepler,15.8,2.06,0.335,396.4,0.0005788,1.019
8.8,25.0823402,-0.0001207,-8.8,0.0,-227.0,CONFIRMED,181.0,6429.0,-0.49,67.71,0.0,776.0,-40.24,0.59,-0.274,Kepler,85.76,2.26,0.335,244.6,0.0001207,1.262
30.5,78.0998908,-0.0006627,-30.5,0.0,-78.0,CONFIRMED,78.0,5779.0,-0.56,5.49,0.0,480.0,-4.3,0.57,-0.215,Kepler,12.52,3.37,0.215,656.9,0.0006627,1.284
8.7,4.27103727,-1.505e-05,-8.7,0.0,-197.0,CONFIRMED,161.0,5984.0,-0.13,321.74,0.0,1108.0,-105.42,0.37,-0.093,Kepler,356.54,1.22,0.279,180.4,1.505e-05,0.906
3.9,4.27226421,-2.236e-05,-3.9,0.0,-108.0,CONFIRMED,108.0,5450.0,-0.03,72.98,0.0,981.0,-32.33,0.07,-0.033,Kepler,218.63,0.64,0.093,48.9,2.236e-05,0.842
3.2,2.19251903,-3.267e-05,-3.2,0.0,-108.0,CANDIDATE,108.0,5450.0,-0.01,177.99,0.0,1225.0,-78.86,0.05,-0.033,Kepler,533.25,0.37,0.093,18.1,3.267e-05,0.842
20.0,3.53232429,-2.29e-05,-20.0,0.0,-78.0,CONFIRMED,78.0,5761.0,-0.07,168.74,0.0,1159.0,-62.34,0.21,-0.048,Kepler,427.65,1.43,0.143,224.2,2.29e-05,0.956
38.6,15.03946326,-1.112e-05,-38.6,0.0,-194.0,FALSE POSITIVE,146.0,6501.0,-2.63,183.16,0.0,962.0,-91.45,3.96,-0.307,Kepler,202.6,12.36,0.461,5237.7,1.112e-05,1.441
55.7,4.702495974,-3.202e-06,-55.7,0.0,-145.0,FALSE POSITIVE,161.0,5408.0,-4.33,135.28,0.0,981.0,-65.57,7.42,-0.102,Kepler,219.08,37.24,0.175,4787.3,3.202e-06,0.878
40.5,10.44087398,-5.113e-05,-40.5,0.0,-173.0,CONFIRMED,156.0,5738.0,-0.49,93.94,0.0,829.0,-39.18,0.98,-0.141,Kepler,111.52,3.41,0.281,821.5,5.113e-05,0.981
76.5,39.7557642,-0.000333,-76.5,0.0,-146.0,CANDIDATE,119.0,4405.0,-1.21,0.73,0.0,325.0,-0.72,1.0,-0.045,Kepler,2.64,13.72,0.037,621.8,0.000333,0.511
24.2,10.27127527,-6.323e-05,-24.2,0.0,-146.0,CANDIDATE,119.0,4405.0,-0.08,4.48,0.0,510.0,-4.37,0.07,-0.045,Kepler,16.02,0.94,0.037,343.5,6.323e-05,0.511
8.3,12.5722897,-0.000195,-8.3,0.0,-134.0,CONFIRMED,122.0,6084.0,-0.13,69.11,0.0,886.0,-42.87,0.19,-0.142,Kepler,145.82,1.09,0.195,86.5,0.000195,1.169
16.3,40.8366307,-0.0003848,-16.3,0.0,-110.0,CONFIRMED,110.0,5529.0,-0.13,5.07,0.0,496.0,-3.37,0.18,-0.083,Kepler,14.3,1.5,0.11,264.8,0.0003848,0.925
21.6,11.7761073,-7.357e-05,-21.6,0.0,-176.0,FALSE POSITIVE,176.0,5096.0,-0.11,15.62,0.0,619.0,-9.42,0.17,-0.058,Kepler,34.75,1.31,0.086,281.3,7.357e-05,0.689
7.1,29.7123181,-0.0003109,-7.1,0.0,-162.0,FALSE POSITIVE,162.0,6440.0,-13.61,84.73,0.0,870.0,-74.24,9.91,-0.563,Kepler,135.31,46.43,0.41,385.4,0.0003109,1.921
52.1,20.6180348,-0.0001382,-52.1,0.0,-82.0,CONFIRMED,74.0,3757.0,-0.1,0.65,0.0,359.0,-0.76,0.06,-0.036,Kepler,3.92,1.57,0.022,769.5,0.0001382,0.576
47.1,19.9401211,-0.0001344,-47.1,0.0,-169.0,CONFIRMED,152.0,5623.0,-0.2,16.48,0.0,588.0,-7.22,0.47,-0.063,Kepler,28.29,2.42,0.147,758.9,0.0001344,0.763
4.5,22.2420032,-0.000246,-4.5,0.0,-130.0,CONFIRMED,118.0,5979.0,-0.57,83.73,0.0,954.0,-102.12,0.3,-0.601,Kepler,195.54,2.04,0.323,63.5,0.000246,2.164
3.6,3.88148385,-3.403e-05,-3.6,0.0,-128.0,CONFIRMED,105.0,5854.0,-0.04,178.88,0.0,1156.0,-84.77,0.09,-0.064,Kepler,423.0,0.59,0.148,36.3,3.403e-05,0.979
7.3,0.577369336,-3.95e-07,-7.3,0.0,-142.0,CONFIRMED,158.0,5255.0,-0.12,1059.17,0.0,1757.0,-554.65,0.2,-0.06,Kepler,2239.26,1.42,0.103,400.4,3.95e-07,0.716
3.9,12.720370263,-2.282e-06,-3.9,0.0,-75.0,CONFIRMED,81.0,6267.0,-0.22,31.84,0.0,934.0,-24.2,0.28,-0.059,Kepler,180.23,4.75,0.072,1180.1,2.282e-06,1.258
38.8,11.96407399,-5.738e-05,-38.8,0.0,-175.0,CONFIRMED,158.0,5903.0,-0.47,85.57,0.0,808.0,-35.47,0.92,-0.139,Kepler,100.96,3.21,0.278,784.2,5.738e-05,0.961
14.3,2.493237866,-9.349e-06,-14.3,0.0,-136.0,FALSE POSITIVE,124.0,5002.0,-3.91,6475.2,0.0,2241.0,-4125.23,3.55,-1.702,Kepler,5975.48,9.48,1.547,259.2,9.349e-06,4.131
21.6,12.90467523,-7.137e-05,-21.6,0.0,-80.0,CONFIRMED,71.0,4513.0,-0.08,2.66,0.0,545.0,-3.44,0.04,-0.038,Kepler,20.91,1.49,0.021,412.4,7.137e-05,0.722
8.7,68.8861017,-0.0005576,-8.7,0.0,-92.0,CONFIRMED,115.0,5753.0,-0.33,7.01,0.0,501.0,-6.42,0.24,-0.27,Kepler,14.91,1.47,0.202,143.9,0.0005576,1.222
25.5,9.99115241,-5.857e-05,-25.5,0.0,-77.0,CONFIRMED,77.0,4838.0,-0.12,6.21,0.0,660.0,-8.28,0.05,-0.054,Kepler,44.77,1.68,0.027,391.7,5.857e-05,0.796
6.6,4.267961416,-8.876e-06,-6.6,0.0,-242.0,CANDIDATE,176.0,6395.0,-0.28,774.43,0.0,1371.0,-369.77,0.44,-0.24,Kepler,834.16,1.42,0.39,127.4,8.876e-06,1.237
19.8,36.292017,-0.0003443,-19.8,0.0,-79.0,CONFIRMED,79.0,5843.0,-0.66,22.52,0.0,694.0,-22.8,0.48,-0.346,Kepler,54.91,3.1,0.252,374.7,0.0003443,1.615
23.8,0.925589891,-3.653e-06,-23.8,0.0,-55.0,FALSE POSITIVE,73.0,4094.0,-5.3,366069.92,0.0,6637.0,-110815.42,14.85,-2.566,Kepler,460202.18,50.6,7.185,400.8,3.653e-06,24.488
33.2,17.25121397,-1.814e-05,-33.2,0.0,-85.0,CONFIRMED,77.0,3879.0,-0.2,1.07,0.0,385.0,-1.13,0.15,-0.041,Kepler,5.17,2.64,0.03,2054.8,1.814e-05,0.537
14.4,1.867281146,-8.228e-06,-14.4,0.0,-236.0,FALSE POSITIVE,193.0,6117.0,-3.95,1262.3,0.0,1561.0,-490.11,9.19,-0.13,Kepler,1405.94,31.18,0.302,701.1,8.228e-06,1.025
6.8,9.30991834,-5.387e-05,-6.8,0.0,-116.0,CONFIRMED,104.0,5806.0,-0.14,72.29,0.0,913.0,-45.47,0.2,-0.126,Kepler,164.38,1.21,0.174,114.5,5.387e-05,1.101
38.0,18.1209388,-0.0001799,-38.0,0.0,-178.0,CANDIDATE,178.0,4905.0,-0.16,7.11,0.0,543.0,-6.14,0.14,-0.076,Kepler,20.58,1.68,0.062,504.2,0.0001799,0.774
5.2,3.23941775,-1.603e-05,-5.2,0.0,-181.0,CONFIRMED,163.0,6075.0,-0.07,416.08,0.0,1213.0,-137.81,0.21,-0.079,Kepler,511.14,0.77,0.238,77.4,1.603e-05,0.858
9.0,3.98864999,-4.261e-05,-9.0,0.0,-77.0,CANDIDATE,77.0,5692.0,-0.18,228.78,0.0,1233.0,-180.95,0.19,-0.189,Kepler,547.73,1.15,0.189,94.2,4.261e-05,1.188
19.2,2.524017517,-6.547e-06,-19.2,0.0,-161.0,CONFIRMED,177.0,5420.0,-0.17,324.68,0.0,1203.0,-148.57,0.31,-0.097,Kepler,495.14,1.5,0.18,303.0,6.547e-06,0.871
36.5,25.1123362,-0.0003866,-36.5,0.0,-236.0,CANDIDATE,171.0,6133.0,-0.31,52.23,0.0,691.0,-19.86,0.73,-0.157,Kepler,53.73,2.22,0.366,398.8,0.0003866,1.112
50.9,2.121023807,-9.045e-06,-50.9,0.0,-215.0,CANDIDATE,160.0,6133.0,-0.71,2239.56,0.0,1573.0,-482.39,2.96,-0.137,Kepler,1446.5,5.75,0.574,263.9,9.045e-06,1.112
4.5,3.55557922,-2.357e-05,-4.5,0.0,-161.0,CANDIDATE,147.0,5839.0,-0.15,488.45,0.0,1270.0,-247.94,0.23,-0.198,Kepler,615.03,0.84,0.297,60.4,2.357e-05,1.082
28.6,31.2012202,-0.0003489,-28.6,0.0,-80.0,CONFIRMED,71.0,4513.0,-0.08,0.82,0.0,406.0,-1.06,0.04,-0.038,Kepler,6.44,1.47,0.021,360.1,0.0003489,0.722
7.1,22.5968256,-0.0002242,-7.1,0.0,-101.0,CONFIRMED,112.0,5610.0,-0.2,21.7,0.0,670.0,-16.36,0.21,-0.176,Kepler,47.7,1.3,0.176,142.9,0.0002242,1.104
11.0,45.3486381,-0.0004007,-11.0,0.0,-101.0,CONFIRMED,112.0,5610.0,-0.26,8.56,0.0,531.0,-6.46,0.26,-0.176,Kepler,18.84,1.61,0.176,162.9,0.0004007,1.104
20.8,5.25419589,-1.901e-05,-20.8,0.0,-232.0,CONFIRMED,190.0,6123.0,-0.22,328.83,0.0,1093.0,-107.3,0.69,-0.106,Kepler,338.15,2.12,0.317,461.8,1.901e-05,0.987
29.4,5.90608902,-3.734e-05,-29.4,0.0,-207.0,CONFIRMED,186.0,5966.0,-0.19,233.88,0.0,1012.0,-75.1,0.55,-0.1,Kepler,247.83,1.77,0.299,340.7,3.734e-05,0.961
26.1,13.81504449,-2.515e-05,-26.1,0.0,-83.0,CONFIRMED,75.0,3732.0,-0.19,1.28,0.0,391.0,-1.42,0.13,-0.05,Kepler,5.52,1.91,0.034,1032.6,2.515e-05,0.509
6.5,12.4128518,-9.937e-05,-6.5,0.0,-118.0,CONFIRMED,118.0,5945.0,-0.27,81.22,0.0,933.0,-67.14,0.24,-0.238,Kepler,179.24,1.5,0.214,108.1,9.937e-05,1.346
20.8,3.92453009,-1.673e-05,-20.8,0.0,-201.0,CONFIRMED,181.0,5776.0,-0.16,237.87,0.0,1074.0,-87.57,0.45,-0.075,Kepler,314.25,1.82,0.209,463.5,1.673e-05,0.849
50.4,11.60653061,-6.084e-05,-50.4,0.0,-84.0,CONFIRMED,74.0,4703.0,-0.11,4.07,0.0,584.0,-4.81,0.07,-0.041,Kepler,27.47,1.88,0.027,771.7,6.084e-05,0.701
13.4,2.66831274,-1.026e-05,-13.4,0.0,-192.0,CONFIRMED,157.0,5806.0,-0.13,440.61,0.0,1252.0,-156.5,0.37,-0.077,Kepler,581.38,1.48,0.231,266.2,1.026e-05,0.899
16.8,2.9322509,-3.967e-05,-16.8,0.0,-232.0,FALSE POSITIVE,189.0,6106.0,-0.13,626.94,0.0,1312.0,-212.84,0.39,-0.095,Kepler,700.81,1.33,0.285,181.2,3.967e-05,0.966
8.7,23.4772553,-0.0002525,-8.7,0.0,-207.0,CONFIRMED,151.0,6384.0,-0.18,62.76,0.0,738.0,-24.08,0.42,-0.151,Kepler,70.05,1.34,0.352,141.4,0.0002525,1.121
10.5,66.5576728,-0.0008992,-10.5,0.0,-69.0,CONFIRMED,95.0,5734.0,-1.69,38.53,0.0,757.0,-45.54,0.91,-1.161,Kepler,77.68,4.96,0.625,214.2,0.0008992,3.405
12.2,2.01948607,-1.644e-05,-12.2,0.0,-205.0,FALSE POSITIVE,184.0,5884.0,-0.26,897.23,0.0,1430.0,-323.75,0.64,-0.113,Kepler,988.37,2.15,0.282,275.4,1.644e-05,0.944
3.8,3.04468229,-4.333e-05,-3.8,0.0,-167.0,FALSE POSITIVE,150.0,5575.0,-0.17,569.04,0.0,1244.0,-245.26,0.3,-0.196,Kepler,566.03,0.86,0.336,71.4,4.333e-05,0.98
54.7,15.05028313,-7.567e-05,-54.7,0.0,-205.0,FALSE POSITIVE,160.0,5887.0,-0.2,92.7,0.0,735.0,-18.57,1.11,-0.081,Kepler,69.16,2.46,0.445,615.2,7.567e-05,0.989
33.7,2.455240626,-1.11e-07,-33.7,0.0,-84.0,CONFIRMED,76.0,3793.0,-0.71,11.58,0.0,730.0,-13.73,0.43,-0.038,Kepler,67.3,10.6,0.023,36912.0,1.11e-07,0.568
21.8,9.08233411,-4.318e-05,-21.8,0.0,-159.0,CONFIRMED,175.0,5354.0,-0.13,40.39,0.0,734.0,-18.3,0.24,-0.071,Kepler,68.75,1.35,0.143,296.9,4.318e-05,0.788
11.7,0.790539912,-1.233e-06,-11.7,0.0,-143.0,FALSE POSITIVE,129.0,4791.0,-0.12,288.54,0.0,1502.0,-332.39,0.07,-0.074,Kepler,1200.65,1.24,0.043,277.3,1.233e-06,0.767
31.6,1.705782214,-7.56e-06,-31.6,0.0,-147.0,FALSE POSITIVE,180.0,5387.0,-0.32,928.69,0.0,1455.0,-411.83,0.51,-0.175,Kepler,1060.41,1.82,0.285,278.0,7.56e-06,1.009
7.7,0.532086296,-6.78e-07,-7.7,0.0,-142.0,FALSE POSITIVE,158.0,5271.0,-1.25,1156.3,0.0,1790.0,-555.26,2.48,-0.051,Kepler,2417.28,16.99,0.102,495.8,6.78e-07,0.698
58.9,47.7052566,-0.0004697,-58.9,0.0,-90.0,CONFIRMED,90.0,4551.0,-0.14,0.58,0.0,347.0,-0.57,0.12,-0.033,Kepler,3.42,2.89,0.027,1161.5,0.0004697,0.672
1.7,6.238535444,-2.325e-06,-1.7,0.0,-75.0,CONFIRMED,81.0,6267.0,-0.12,82.26,0.0,1185.0,-62.53,0.14,-0.059,Kepler,465.61,2.53,0.072,401.6,2.325e-06,1.258
57.2,86.829519,-0.00129,-57.2,0.0,-85.0,CONFIRMED,71.0,3576.0,-0.21,0.08,0.0,196.0,-0.11,0.12,-0.058,Kepler,0.35,1.68,0.034,751.0,0.00129,0.463
39.6,9.95667035,-5.854e-05,-39.6,0.0,-202.0,CONFIRMED,184.0,6165.0,-0.48,186.55,0.0,946.0,-67.05,1.12,-0.157,Kepler,189.48,3.41,0.366,586.8,5.854e-05,1.115
11.4,10.41728722,-6.695e-05,-11.4,0.0,-75.0,CONFIRMED,83.0,5557.0,-0.26,52.68,0.0,870.0,-44.87,0.24,-0.184,Kepler,135.34,1.64,0.166,210.4,6.695e-05,1.151
4.1,0.984941669,-3.073e-06,-4.1,0.0,-79.0,CONFIRMED,79.0,5825.0,-0.34,2815.5,0.0,2335.0,-3063.53,0.23,-0.378,Kepler,7044.68,1.49,0.252,81.4,3.073e-06,1.662
11.5,0.663085361,-9.11e-07,-11.5,0.0,-154.0,CONFIRMED,170.0,5172.0,-0.12,982.81,0.0,1681.0,-447.99,0.24,-0.055,Kepler,1894.94,1.6,0.119,322.7,9.11e-07,0.767
12.1,19.1187425,-0.0001721,-12.1,0.0,-79.0,CONFIRMED,79.0,5862.0,-0.45,45.32,0.0,823.0,-41.75,0.37,-0.284,Kepler,108.48,2.33,0.233,217.5,0.0001721,1.463
4.6,1.08749101,-1.729e-06,-4.6,0.0,-187.0,FALSE POSITIVE,208.0,5988.0,-1.97,13064.35,0.0,3081.0,-14644.54,0.91,-1.287,Kepler,21388.7,4.91,0.594,126.4,1.729e-06,3.204
8.0,1.183818383,-4.977e-06,-8.0,0.0,-210.0,FALSE POSITIVE,168.0,6014.0,-0.1,2297.68,0.0,1775.0,-734.59,0.31,-0.11,Kepler,2337.65,0.91,0.33,84.3,4.977e-06,0.992
9.7,4.98845099,-4.722e-05,-9.7,0.0,-169.0,FALSE POSITIVE,169.0,5695.0,-0.2,241.93,0.0,1055.0,-104.25,0.36,-0.142,Kepler,292.71,1.33,0.264,193.9,4.722e-05,0.961
14.7,3.543919702,-4.494e-06,-14.7,0.0,-85.0,CONFIRMED,77.0,3879.0,-0.1,8.79,0.0,652.0,-9.36,0.06,-0.041,Kepler,42.68,1.21,0.03,507.0,4.494e-06,0.537
12.6,8.28157072,-7.341e-05,-12.6,0.0,-76.0,CANDIDATE,76.0,5640.0,-0.21,79.31,0.0,956.0,-63.19,0.21,-0.179,Kepler,197.82,1.37,0.179,139.2,7.341e-05,1.175
6.4,0.82628442,-1.441e-06,-6.4,0.0,-83.0,CANDIDATE,73.0,5218.0,-0.05,370.53,0.0,1629.0,-248.94,0.07,-0.04,Kepler,1654.69,0.96,0.063,134.9,1.441e-06,0.829
33.8,6.37705295,-3.206e-05,-33.8,0.0,-200.0,CANDIDATE,160.0,5672.0,-0.21,130.54,0.0,935.0,-52.88,0.52,-0.093,Kepler,180.66,2.15,0.233,502.8,3.206e-05,0.965
25.8,8.83929462,-4.929e-05,-25.8,0.0,-159.0,CONFIRMED,159.0,5330.0,-0.21,49.08,0.0,778.0,-25.22,0.35,-0.092,Kepler,86.5,1.94,0.157,316.2,4.929e-05,0.87
7.9,0.631795416,-1.293e-06,-7.9,0.0,-83.0,FALSE POSITIVE,70.0,6414.0,-0.33,6526.44,0.0,2797.0,-5211.13,0.34,-0.27,Kepler,14547.08,1.88,0.27,145.2,1.293e-06,1.519
13.5,7.56126152,-4.257e-05,-13.5,0.0,-175.0,CONFIRMED,146.0,5853.0,-0.11,118.39,0.0,891.0,-40.15,0.34,-0.082,Kepler,149.17,1.2,0.246,180.6,4.257e-05,0.895
47.2,34.9897847,-0.0003803,-47.2,0.0,-83.0,CONFIRMED,75.0,3765.0,-0.1,0.35,0.0,292.0,-0.42,0.07,-0.047,Kepler,1.71,1.14,0.029,498.5,0.0003803,0.521
39.2,7.05429483,-4.132e-05,-39.2,0.0,-83.0,CONFIRMED,75.0,3765.0,-0.09,2.98,0.0,497.0,-3.51,0.06,-0.047,Kepler,14.46,1.0,0.029,359.3,4.132e-05,0.521
7.6,2.27050106,-1.155e-05,-7.6,0.0,-153.0,CANDIDATE,139.0,4671.0,-0.03,38.78,0.0,903.0,-36.72,0.03,-0.034,Kepler,157.05,0.55,0.028,106.7,1.155e-05,0.528
19.4,26.7838935,-0.0001582,-19.4,0.0,-73.0,CONFIRMED,84.0,5242.0,-0.08,4.04,0.0,523.0,-2.71,0.12,-0.046,Kepler,17.69,1.59,0.063,365.3,0.0001582,0.856
25.1,45.126216,-0.0004995,-25.1,0.0,-232.0,CONFIRMED,174.0,6499.0,-0.25,30.18,0.0,604.0,-9.87,0.76,-0.127,Kepler,31.54,2.32,0.382,373.1,0.0004995,1.169
45.7,11.94019101,-7.096e-05,-45.7,0.0,-152.0,CONFIRMED,168.0,5073.0,-0.12,16.45,0.0,625.0,-8.17,0.24,-0.049,Kepler,35.99,1.86,0.098,631.7,7.096e-05,0.748
4.4,3.51295674,-2.523e-05,-4.4,0.0,-194.0,FALSE POSITIVE,146.0,6453.0,-0.16,862.47,0.0,1434.0,-346.83,0.34,-0.165,Kepler,999.6,1.1,0.357,83.1,2.523e-05,1.17
58.9,48.4313003,-0.0003548,-58.9,0.0,-87.0,CONFIRMED,78.0,4891.0,-0.19,0.82,0.0,396.0,-1.13,0.1,-0.056,Kepler,5.81,2.78,0.028,886.4,0.0003548,0.805
19.2,7.203855862,-5.921e-06,-19.2,0.0,-84.0,CONFIRMED,77.0,3834.0,-0.17,3.28,0.0,509.0,-3.47,0.13,-0.041,Kepler,15.87,2.25,0.03,1765.9,5.921e-06,0.539
7.5,6.73808701,-4.473e-05,-7.5,0.0,-102.0,CONFIRMED,102.0,5168.0,-0.04,20.15,0.0,786.0,-15.35,0.04,-0.04,Kepler,90.19,0.73,0.049,92.9,4.473e-05,0.769
49.3,7.57571414,-6.59e-05,-49.3,0.0,-268.0,FALSE POSITIVE,179.0,6418.0,-0.28,315.48,0.0,1075.0,-106.18,0.82,-0.132,Kepler,315.8,2.45,0.396,418.5,6.59e-05,1.171
7.3,4.76887671,-1.934e-05,-7.3,0.0,-163.0,FALSE POSITIVE,163.0,6063.0,-0.67,733.42,0.0,1532.0,-759.98,0.39,-0.59,Kepler,1303.61,2.11,0.344,115.8,1.934e-05,1.855
34.5,1.347512632,-1.114e-06,-34.5,0.0,-186.0,FALSE POSITIVE,186.0,5316.0,-2.47,311.13,0.0,1346.0,-236.82,2.46,-0.072,Kepler,775.18,23.45,0.072,2651.8,1.114e-06,0.685
7.1,0.512581697,-8.08e-07,-7.1,0.0,-166.0,FALSE POSITIVE,149.0,5547.0,-0.11,2451.16,0.0,2009.0,-992.07,0.28,-0.07,Kepler,3827.79,1.32,0.176,259.1,8.08e-07,0.82
13.2,12.07760884,-8.498e-05,-13.2,0.0,-143.0,FALSE POSITIVE,159.0,5370.0,-0.14,30.99,0.0,708.0,-19.43,0.17,-0.113,Kepler,59.51,1.03,0.138,151.0,8.498e-05,0.845
19.5,18.55581565,-8.276e-05,-19.5,0.0,-503.0,CANDIDATE,335.0,5988.0,-7.62,1705.42,0.0,1793.0,-1750.19,3.51,-3.232,Kepler,2442.24,20.83,1.492,565.9,8.276e-05,8.841
52.0,13.33094869,-3.699e-05,-52.0,0.0,-179.0,CANDIDATE,161.0,5991.0,-3.47,88.95,0.0,815.0,-35.0,7.54,-0.139,Kepler,104.37,25.95,0.302,725.6,3.699e-05,1.039
56.1,6.38315744,-2.353e-05,-56.1,0.0,-184.0,FALSE POSITIVE,184.0,5262.0,-0.2,49.41,0.0,787.0,-24.99,0.37,-0.061,Kepler,91.0,2.35,0.114,1112.6,2.353e-05,0.714
24.1,27.52194772,-3.058e-05,-24.1,0.0,-83.0,CONFIRMED,76.0,3780.0,-0.21,0.56,0.0,314.0,-0.53,0.17,-0.043,Kepler,2.28,2.47,0.036,2312.8,3.058e-05,0.511
21.1,16.1289679,-0.0001552,-21.1,0.0,-80.0,CONFIRMED,80.0,5392.0,-0.5,34.02,0.0,715.0,-21.74,0.61,-0.185,Kepler,61.87,2.94,0.227,389.0,0.0001552,1.087
25.2,13.5631157,-0.0001434,-25.2,0.0,-192.0,CONFIRMED,157.0,5853.0,-0.17,58.24,0.0,733.0,-19.62,0.51,-0.087,Kepler,68.41,1.75,0.26,336.4,0.0001434,0.895
28.0,16.2959916,-7.703e-05,-28.0,0.0,-82.0,CONFIRMED,74.0,5495.0,-0.17,16.07,0.0,678.0,-10.93,0.21,-0.086,Kepler,49.81,1.83,0.115,369.6,7.703e-05,0.961
5.5,4.16056658,-2.577e-05,-5.5,0.0,-147.0,CONFIRMED,147.0,5481.0,-0.06,133.7,0.0,985.0,-53.5,0.14,-0.065,Kepler,222.54,0.7,0.163,75.8,2.577e-05,0.815
16.3,2.93101771,-2.302e-05,-16.3,0.0,-163.0,FALSE POSITIVE,163.0,5485.0,-0.15,196.17,0.0,1134.0,-127.35,0.17,-0.101,Kepler,390.28,1.15,0.123,199.1,2.302e-05,0.788
3.6,39.79220077,-3.007e-05,-3.6,0.0,-81.0,CONFIRMED,73.0,5437.0,-0.07,1.54,0.0,458.0,-1.37,0.08,-0.031,Kepler,10.38,1.9,0.034,610.4,3.007e-05,0.781
31.9,16.2276756,-0.0001344,-31.9,0.0,-185.0,FALSE POSITIVE,204.0,5328.0,-0.3,29.51,0.0,648.0,-15.04,0.45,-0.126,Kepler,41.57,2.11,0.188,525.8,0.0001344,0.883
17.5,1.595630597,-5.088e-06,-17.5,0.0,-169.0,FALSE POSITIVE,169.0,5632.0,-1.23,492.25,0.0,1346.0,-180.51,3.66,-0.05,Kepler,778.05,17.94,0.149,259.6,5.088e-06,0.729
10.3,14.8200596,-0.0001119,-10.3,0.0,-96.0,CONFIRMED,96.0,4825.0,-0.04,4.66,0.0,552.0,-3.27,0.06,-0.029,Kepler,21.92,0.96,0.043,184.9,0.0001119,0.732
33.3,20.49041,-0.0001751,-33.3,0.0,-200.0,CONFIRMED,180.0,5681.0,-0.22,31.47,0.0,625.0,-10.47,0.67,-0.088,Kepler,36.01,2.34,0.264,661.8,0.0001751,0.923
3.7,0.962827066,-4.891e-06,-3.7,0.0,-198.0,FALSE POSITIVE,198.0,6534.0,-11.09,14245.65,0.0,3399.0,-20733.67,3.96,-1.147,Kepler,31471.91,29.27,0.41,86.3,4.891e-06,3.028
17.3,8.679037,-3.976e-05,-17.3,0.0,-212.0,CONFIRMED,190.0,6117.0,-0.25,188.93,0.0,949.0,-68.41,0.59,-0.143,Kepler,191.84,1.79,0.334,301.6,3.976e-05,1.027
30.0,11.1296971,-9.103e-05,-30.0,0.0,-232.0,CONFIRMED,190.0,6122.0,-0.2,115.92,0.0,843.0,-36.66,0.62,-0.097,Kepler,119.44,1.93,0.309,371.0,9.103e-05,0.964
8.8,2.7296036,-1.312e-05,-8.8,0.0,-79.0,CONFIRMED,70.0,5887.0,-0.22,466.02,0.0,1455.0,-319.04,0.26,-0.175,Kepler,1056.15,1.53,0.213,145.6,1.312e-05,1.235
21.1,3.11604194,-1.188e-05,-21.1,0.0,-194.0,CONFIRMED,175.0,5591.0,-0.11,315.68,0.0,1123.0,-92.68,0.43,-0.059,Kepler,375.55,1.59,0.237,345.2,1.188e-05,0.86
