koi_depth_err1,koi_period,koi_period_err2,koi_depth_err2,koi_teq_err1,koi_steff_err2,koi_disposition,koi_steff_err1,koi_steff,koi_prad_err2,koi_insol_err1,koi_teq_err2,koi_teq,koi_insol_err2,koi_prad_err1,koi_srad_err2,source,koi_insol,koi_prad,koi_srad_err1,koi_depth,koi_period_err1,koi_srad
20.4,6.96197304,-7.933e-05,-20.4,0.0,-151.0,CANDIDATE,151.0,5008.0,-0.1,30.8,0.0,778.0,-25.51,0.1,-0.087,Kepler,86.68,0.97,0.079,151.3,7.933e-05,0.814
5.6,7.8935324,-0.0001906,-5.6,0.0,-207.0,CANDIDATE,170.0,6306.0,-0.13,250.64,0.0,1052.0,-110.32,0.22,-0.176,Kepler,289.79,0.78,0.327,47.6,0.0001906,1.109
92.2,2.252822538,-1.34e-07,-92.2,0.0,-182.0,FALSE POSITIVE,164.0,6116.0,-8.12,827.5,0.0,1462.0,-373.23,15.02,-0.134,Kepler,1078.82,57.6,0.248,269850.0,1.34e-07,0.951
8.5,2.25284817,-2.755e-05,-8.5,0.0,-92.0,FALSE POSITIVE,71.0,6850.0,-1.07,1396.92,0.0,1940.0,-919.63,1.43,-0.191,Kepler,3351.24,8.61,0.254,60.0,2.755e-05,1.53
22.3,1.320499473,-5.782e-06,-22.3,0.0,-296.0,CANDIDATE,113.0,5172.0,-9.98,56930.15,0.0,4477.0,-78336.29,3.99,-7.088,Kepler,95168.65,18.94,2.835,204.0,5.782e-06,13.454
689.0,5.39525573,-6.813e-06,-689.0,0.0,-251.0,FALSE POSITIVE,201.0,7216.0,-64.66,2077.25,0.0,1992.0,-2647.35,27.73,-1.187,Kepler,3721.55,152.74,0.509,104240.0,6.813e-06,2.804
12.0,13.1538409,-0.0005267,-12.0,0.0,-164.0,CANDIDATE,164.0,5443.0,-0.18,67.02,0.0,750.0,-29.6,0.31,-0.175,Kepler,74.8,1.03,0.3,104.6,0.0005267,1.008
13.4,0.939740093,-1.051e-06,-13.4,0.0,-123.0,FALSE POSITIVE,119.0,4297.0,-13.58,498644.54,0.0,7200.0,-424497.64,9.24,-13.042,Kepler,635197.09,34.87,8.871,106.5,1.051e-06,33.474
20.1,36.0484798,-0.0009448,-20.1,0.0,-152.0,CANDIDATE,164.0,5602.0,-0.21,25.58,0.0,566.0,-9.1,0.43,-0.181,Kepler,24.28,1.24,0.388,127.6,0.0009448,1.1
26.5,4.2742605,-0.0001208,-26.5,0.0,-250.0,CANDIDATE,159.0,6477.0,-0.25,662.25,0.0,1326.0,-263.64,0.59,-0.155,Kepler,730.69,1.88,0.362,263.8,0.0001208,1.148
177.0,265.299451,-0.001095,-177.0,0.0,-174.0,FALSE POSITIVE,139.0,5873.0,-0.62,0.93,0.0,270.0,-0.33,1.85,-0.075,Kepler,1.25,7.1,0.225,4946.0,0.001095,0.863
147.0,265.310499,-0.003527,-147.0,0.0,-220.0,FALSE POSITIVE,165.0,6108.0,-0.49,1.66,0.0,296.0,-0.56,1.47,-0.104,Kepler,1.81,4.69,0.312,1530.0,0.003527,0.997
52.2,35.4261827,-0.0007349,-52.2,0.0,-116.0,FALSE POSITIVE,95.0,4289.0,-33.29,1008.87,0.0,2217.0,-2570.75,5.88,-7.731,Kepler,5712.61,153.72,1.364,317.6,0.0007349,35.695
32.8,8.460438928,-6.29e-07,-32.8,0.0,-178.0,FALSE POSITIVE,160.0,5951.0,-2.14,52.46,0.0,804.0,-21.18,6.36,-0.041,Kepler,98.6,36.62,0.122,76413.0,6.29e-07,0.702
55.4,27.556452,-0.002928,-55.4,0.0,-162.0,CANDIDATE,184.0,5509.0,-0.1,22.4,0.0,531.0,-4.48,0.54,-0.061,Kepler,18.86,1.4,0.322,289.2,0.002928,0.836
181.0,4.318726936,-8.68e-07,-181.0,0.0,-193.0,FALSE POSITIVE,176.0,5896.0,-3.05,308.93,0.0,1091.0,-98.65,9.15,-0.094,Kepler,334.31,29.74,0.282,59429.0,8.68e-07,0.916
75.8,76.45315813,-7.982e-05,-75.8,0.0,-158.0,FALSE POSITIVE,144.0,4831.0,-1.49,0.4,0.0,291.0,-0.4,1.1,-0.035,Kepler,1.7,22.89,0.026,9662.2,7.982e-05,0.54
50.3,7.698431197,-1.205e-06,-50.3,0.0,-172.0,FALSE POSITIVE,155.0,5774.0,-4.05,116.84,0.0,878.0,-38.39,12.14,-0.083,Kepler,140.16,42.72,0.249,42549.0,1.205e-06,0.876
49.7,0.504296702,-1.36e-07,-49.7,0.0,-178.0,FALSE POSITIVE,166.0,6140.0,-10.45,12088.67,0.0,2694.0,-5492.41,16.69,-0.246,Kepler,12445.73,50.41,0.393,5995.4,1.36e-07,1.187
19.9,5.194256813,-4.16e-07,-19.9,0.0,-73.0,FALSE POSITIVE,91.0,6100.0,-10.53,497.38,0.0,1546.0,-630.47,5.67,-0.526,Kepler,1349.96,41.77,0.283,38851.0,4.16e-07,2.086
360.0,61.42252657,-7.321e-06,-360.0,0.0,-145.0,FALSE POSITIVE,145.0,4867.0,-2.34,1.05,0.0,326.0,-0.56,4.69,-0.035,Kepler,2.66,41.01,0.07,337540.0,7.321e-06,0.613
152.0,566.28176,-0.03469,-152.0,0.0,-175.0,CANDIDATE,193.0,5829.0,-0.22,0.48,0.0,203.0,-0.1,1.07,-0.061,Kepler,0.4,2.79,0.309,1200.0,0.03469,0.802
81.0,9.761172507,-9.23e-07,-81.0,0.0,-250.0,FALSE POSITIVE,181.0,6468.0,-42.14,517.66,0.0,1325.0,-534.72,22.68,-0.903,Kepler,729.48,95.58,0.486,205870.0,9.23e-07,2.048
220.0,1.061008464,-8.3e-08,-220.0,0.0,-150.0,FALSE POSITIVE,112.0,4239.0,-5.17,73.69,0.0,1002.0,-92.34,2.8,-0.072,Kepler,238.59,32.58,0.039,408770.0,8.3e-08,0.454
9.3,5.8957069,-0.000258,-9.3,0.0,-183.0,FALSE POSITIVE,154.0,5956.0,-2.85,287.32,0.0,1002.0,-63.3,13.32,-0.082,Kepler,238.37,32.41,0.384,129.7,0.000258,0.934
2.7,1.039370613,-2.23e-07,-2.7,0.0,-176.0,FALSE POSITIVE,176.0,6429.0,-5.1,14463.62,0.0,3320.0,-19586.35,2.03,-1.269,Kepler,28690.6,12.6,0.508,743.6,2.23e-07,3.137
2.8,2.31169425,-5.539e-05,-2.8,0.0,-378.0,FALSE POSITIVE,302.0,9451.0,-0.67,22695.98,0.0,3178.0,-16154.91,0.54,-1.009,Kepler,24113.62,1.76,0.826,38.4,5.539e-05,2.679
587.0,2.072177815,-3.94e-07,-587.0,0.0,-147.0,FALSE POSITIVE,163.0,5519.0,-3.57,259.05,0.0,1204.0,-116.19,7.65,-0.055,Kepler,495.23,46.55,0.118,293720.0,3.94e-07,0.718
7.0,3.34328534,-4.375e-05,-7.0,0.0,-197.0,FALSE POSITIVE,177.0,6541.0,-22.66,2293.97,0.0,2094.0,-2861.36,10.45,-0.939,Kepler,4535.97,64.0,0.433,166.8,4.375e-05,2.652
433.0,0.52740121,-1.016e-05,-433.0,0.0,-52.0,CANDIDATE,52.0,3582.0,-0.18,87.78,0.0,1027.0,-71.82,0.19,-0.05,Kepler,263.23,1.49,0.05,1316.0,1.016e-05,0.41
8.1,0.905678252,-4.696e-06,-8.1,0.0,-201.0,FALSE POSITIVE,164.0,6075.0,-0.08,2708.48,0.0,1901.0,-898.25,0.23,-0.091,Kepler,3074.42,0.78,0.273,70.4,4.696e-06,0.909
12.4,0.905672916,-3.91e-06,-12.4,0.0,-136.0,FALSE POSITIVE,151.0,4949.0,-0.07,366.38,0.0,1468.0,-296.88,0.07,-0.072,Kepler,1096.04,0.76,0.065,110.4,3.91e-06,0.741
1306.0,0.790046373,-4.936e-06,-1306.0,0.0,-283.0,FALSE POSITIVE,189.0,6785.0,-7.08,10934.21,0.0,2541.0,-3490.55,21.3,-0.167,Kepler,9873.85,56.93,0.502,149300.0,4.936e-06,1.342
49.9,1.804591904,-1.21e-07,-49.9,0.0,-81.0,FALSE POSITIVE,75.0,6271.0,-13.77,1558.37,0.0,1923.0,-1116.34,15.32,-0.258,Kepler,3221.97,80.87,0.287,137300.0,1.21e-07,1.515
19.2,1.400903699,-8.365e-06,-19.2,0.0,-244.0,CANDIDATE,177.0,6375.0,-0.11,1999.71,0.0,1764.0,-696.16,0.34,-0.096,Kepler,2284.73,1.16,0.289,136.5,8.365e-06,0.975
2.1,1.14073528,-2.452e-05,-2.1,0.0,-371.0,FALSE POSITIVE,247.0,8847.0,-0.14,16034.25,0.0,3190.0,-11157.51,0.14,-0.33,Kepler,24512.67,0.68,0.366,13.5,2.452e-05,1.685
10.0,3.31976683,-5.396e-05,-10.0,0.0,-181.0,FALSE POSITIVE,175.0,6100.0,-0.09,699.01,0.0,1276.0,-198.75,0.26,-0.115,Kepler,626.66,0.7,0.352,48.0,5.396e-05,0.94
1.9,0.52880817,-1.906e-06,-1.9,0.0,-171.0,FALSE POSITIVE,171.0,6224.0,-0.64,21611.18,0.0,3558.0,-23436.66,0.34,-0.822,Kepler,37880.12,1.84,0.443,57.7,1.906e-06,2.368
4.1,0.700606479,-3.642e-06,-4.1,0.0,-172.0,FALSE POSITIVE,172.0,6280.0,-0.45,16084.64,0.0,3312.0,-18382.91,0.22,-0.904,Kepler,28551.69,1.22,0.452,23.5,3.642e-06,2.449
18.3,9.469191607,-5.89e-07,-18.3,0.0,-414.0,FALSE POSITIVE,301.0,9454.0,-10.87,2543.21,0.0,1679.0,-924.35,21.71,-0.405,Kepler,1875.84,49.17,0.809,63502.0,5.89e-07,1.832
106.0,15.53753378,-9.1e-07,-106.0,0.0,-154.0,FALSE POSITIVE,154.0,5704.0,-5.37,39.35,0.0,694.0,-17.71,9.95,-0.114,Kepler,54.73,40.9,0.211,209010.0,9.1e-07,0.868
72.4,17.3816224,-1.255e-06,-72.4,0.0,-201.0,CANDIDATE,183.0,6116.0,-4.14,67.29,0.0,756.0,-29.03,7.7,-0.159,Kepler,77.09,26.55,0.296,59099.0,1.255e-06,1.02
320.0,2.172042913,-8.79e-07,-320.0,0.0,-85.0,FALSE POSITIVE,71.0,7128.0,-15.9,2467.49,0.0,2169.0,-1694.32,19.08,-0.28,Kepler,5231.88,100.79,0.336,154380.0,8.79e-07,1.775
22.0,28.655498,-0.001063,-22.0,0.0,-239.0,CANDIDATE,174.0,6268.0,-0.17,39.87,0.0,658.0,-15.08,0.44,-0.134,Kepler,44.37,1.45,0.335,173.6,0.001063,1.1
29.0,13.4450174,-0.0001261,-29.0,0.0,-151.0,CANDIDATE,151.0,5003.0,-0.1,11.17,0.0,606.0,-8.79,0.1,-0.072,Kepler,31.92,1.08,0.072,196.2,0.0001261,0.759
19.9,6.35216475,-9.135e-05,-19.9,0.0,-100.0,FALSE POSITIVE,43.0,4820.0,-3.83,5874.42,0.0,2698.0,-5370.43,3.46,-2.893,Kepler,12523.45,18.1,2.604,185.7,9.135e-05,13.654
1728.0,0.705174384,-9.4e-08,-1728.0,0.0,-50.0,FALSE POSITIVE,50.0,3354.0,-73.35,39.71,0.0,751.0,-29.89,73.36,-0.05,Kepler,75.23,366.76,0.05,375230.0,9.4e-08,0.25
86.4,38.058140058,-2.534e-06,-86.4,0.0,-247.0,FALSE POSITIVE,164.0,6894.0,-14.59,46.43,0.0,736.0,-26.57,21.89,-0.22,Kepler,69.39,94.1,0.33,308870.0,2.534e-06,1.419
76.3,26.1556767,-0.0003336,-76.3,0.0,-139.0,CANDIDATE,171.0,5204.0,-0.1,10.18,0.0,501.0,-3.66,0.28,-0.063,Kepler,14.92,1.28,0.164,295.0,0.0003336,0.76
252.0,4.800232532,-5.44e-07,-252.0,0.0,-169.0,FALSE POSITIVE,169.0,5591.0,-3.6,119.52,0.0,941.0,-44.68,10.17,-0.056,Kepler,184.84,48.67,0.158,277000.0,5.44e-07,0.756
28.7,1.74336627,-2.789e-05,-28.7,0.0,-241.0,FALSE POSITIVE,159.0,6640.0,-29.95,7393.99,0.0,2029.0,-1866.64,85.54,-0.315,Kepler,4006.15,140.49,0.9,451.0,2.789e-05,1.478
43.7,4.60687717,-8.506e-05,-43.7,0.0,-176.0,CANDIDATE,194.0,5110.0,-0.12,57.5,0.0,865.0,-39.27,0.12,-0.071,Kepler,132.78,1.14,0.079,258.7,8.506e-05,0.711
946.0,1.507100589,-4.299e-06,-946.0,0.0,-309.0,FALSE POSITIVE,190.0,6919.0,-34.07,6432.98,0.0,2378.0,-4106.75,37.89,-0.454,Kepler,7555.78,131.16,0.505,497660.0,4.299e-06,1.748
76.1,0.758355704,-5.54e-07,-76.1,0.0,-152.0,FALSE POSITIVE,169.0,5629.0,-0.69,1627.29,0.0,1765.0,-545.55,2.04,-0.061,Kepler,2292.94,8.78,0.182,9568.3,5.54e-07,0.783
996.0,0.898837525,-1.99e-07,-996.0,0.0,-185.0,FALSE POSITIVE,185.0,5284.0,-6.23,833.1,0.0,1615.0,-501.74,8.57,-0.088,Kepler,1609.86,57.14,0.121,399780.0,1.99e-07,0.807
36.2,11.931131598,-3.57e-07,-36.2,0.0,-183.0,FALSE POSITIVE,165.0,6089.0,-11.11,92.09,0.0,831.0,-35.19,26.02,-0.114,Kepler,112.47,93.46,0.267,300510.0,3.57e-07,0.959
9.7,11.93137992,-9.672e-05,-9.7,0.0,-51.0,FALSE POSITIVE,51.0,3787.0,-0.03,1.07,0.0,415.0,-1.09,0.03,-0.028,Kepler,7.0,0.56,0.023,122.1,9.672e-05,0.505
5.0,27.533803402,-5.59e-07,-5.0,0.0,-211.0,FALSE POSITIVE,193.0,5925.0,-18.47,65.69,0.0,777.0,-56.38,12.3,-0.595,Kepler,85.95,50.02,0.396,48153.0,5.59e-07,1.611
2.5,12.4964346,-0.0002213,-2.5,0.0,-286.0,FALSE POSITIVE,190.0,6821.0,-25.3,536.52,0.0,1397.0,-676.12,10.84,-1.248,Kepler,899.44,55.34,0.535,271.7,0.0002213,2.73
255.0,1.352576807,-1.56e-07,-255.0,0.0,-285.0,FALSE POSITIVE,214.0,6881.0,-76.03,10104.48,0.0,2866.0,-12184.18,32.59,-1.136,Kepler,15932.27,161.02,0.487,317480.0,1.56e-07,2.406
85.2,502.20642,-0.04742,-85.2,0.0,-164.0,CANDIDATE,182.0,6018.0,-0.11,0.49,0.0,212.0,-0.1,0.76,-0.038,Kepler,0.48,2.18,0.255,447.9,0.04742,0.733
13.2,8.3613732,-0.0001308,-13.2,0.0,-163.0,CANDIDATE,180.0,5470.0,-0.09,46.67,0.0,793.0,-29.43,0.12,-0.094,Kepler,93.31,0.79,0.115,104.7,0.0001308,0.777
16.4,13.254134073,-7.33e-07,-16.4,0.0,-206.0,FALSE POSITIVE,188.0,6175.0,-19.56,188.61,0.0,990.0,-139.47,16.02,-0.48,Kepler,227.51,58.51,0.393,44980.0,7.33e-07,1.436
3.8,10.5113779,-0.0004006,-3.8,0.0,-250.0,CANDIDATE,181.0,6575.0,-0.12,263.92,0.0,1052.0,-117.48,0.23,-0.218,Kepler,289.46,0.72,0.404,29.9,0.0004006,1.305
26.6,1.922009494,-6.25e-07,-26.6,0.0,-175.0,FALSE POSITIVE,158.0,5880.0,-10.06,1279.75,0.0,1596.0,-679.43,13.82,-0.225,Kepler,1534.66,48.61,0.309,6547.8,6.25e-07,1.087
74.5,10.186578749,-5.09e-07,-74.5,0.0,-149.0,FALSE POSITIVE,166.0,5557.0,-9.06,70.58,0.0,793.0,-30.65,16.79,-0.123,Kepler,93.53,67.45,0.228,340670.0,5.09e-07,0.916
26.3,32.003815635,-5.798e-06,-26.3,0.0,-200.0,FALSE POSITIVE,182.0,5260.0,-125.2,175.18,0.0,960.0,-185.16,50.05,-2.821,Kepler,201.25,180.25,1.128,17120.0,5.798e-06,4.062
41.6,1.250390814,-6.2e-08,-41.6,0.0,-244.0,FALSE POSITIVE,199.0,6297.0,-39.38,5904.33,0.0,2367.0,-5051.36,26.28,-0.646,Kepler,7420.89,101.37,0.431,231170.0,6.2e-08,1.663
6.0,1.58487898,-1.471e-05,-6.0,0.0,-140.0,CANDIDATE,127.0,4201.0,-0.04,62.01,0.0,943.0,-56.77,0.03,-0.06,Kepler,187.91,0.37,0.049,42.9,1.471e-05,0.566
327.0,5.748815953,-7.835e-06,-327.0,0.0,-136.0,FALSE POSITIVE,151.0,4961.0,-2.83,33.71,0.0,799.0,-27.26,2.54,-0.079,Kepler,96.29,26.94,0.071,11657.0,7.835e-06,0.753
148.0,0.517573708,-4.7e-08,-148.0,0.0,-162.0,FALSE POSITIVE,162.0,5427.0,-2.48,1504.83,0.0,1863.0,-647.74,6.19,-0.047,Kepler,2827.01,37.02,0.117,87205.0,4.7e-08,0.7
28.2,20.9525604,-0.0002678,-28.2,0.0,-131.0,CANDIDATE,146.0,4885.0,-0.09,4.94,0.0,495.0,-3.37,0.11,-0.056,Kepler,14.2,1.19,0.068,232.9,0.0002678,0.72
144.0,24.70932686,-1.303e-05,-144.0,0.0,-180.0,FALSE POSITIVE,180.0,6065.0,-3.24,43.81,0.0,662.0,-14.85,8.09,-0.132,Kepler,45.33,25.1,0.33,29265.0,1.303e-05,1.023
55.3,13.68369259,-4.62e-07,-55.3,0.0,-144.0,FALSE POSITIVE,144.0,5359.0,-3.24,13.81,0.0,635.0,-10.87,3.24,-0.075,Kepler,38.37,30.6,0.075,185510.0,4.62e-07,0.708
114.0,9.726748645,-1.13e-06,-114.0,0.0,-169.0,FALSE POSITIVE,186.0,5618.0,-106.1,207.21,0.0,997.0,-154.66,79.71,-0.538,Kepler,233.38,277.38,0.404,393410.0,1.13e-06,1.406
1.9,3.72920972,-9.068e-05,-1.9,0.0,-56.0,CANDIDATE,56.0,6215.0,-0.02,199.72,0.0,1713.0,-204.19,0.03,-0.07,Kepler,2035.92,0.8,0.06,14.4,9.068e-05,2.05
147.0,0.691561191,-5.043e-06,-147.0,0.0,-171.0,FALSE POSITIVE,204.0,4892.0,-0.43,472.57,0.0,1460.0,-271.3,0.62,-0.042,Kepler,1074.31,5.91,0.062,1901.0,5.043e-06,0.586
536.0,1.35337091,-3.03e-07,-536.0,0.0,-146.0,FALSE POSITIVE,178.0,5426.0,-3.27,518.62,0.0,1444.0,-319.26,3.98,-0.096,Kepler,1031.53,26.69,0.117,104560.0,3.03e-07,0.784
557.0,1.854491777,-2.26e-07,-557.0,0.0,-176.0,FALSE POSITIVE,140.0,5843.0,-9.43,976.35,0.0,1511.0,-443.67,17.46,-0.148,Kepler,1232.64,63.08,0.274,383430.0,2.26e-07,0.99
314.0,4.737713268,-1.828e-06,-314.0,0.0,-143.0,FALSE POSITIVE,159.0,5335.0,-2.23,75.22,0.0,882.0,-33.73,4.8,-0.055,Kepler,143.54,29.25,0.118,105260.0,1.828e-06,0.719
22.7,5.704593,-4.439e-05,-22.7,0.0,-166.0,CANDIDATE,149.0,5523.0,-0.08,98.02,0.0,900.0,-39.91,0.2,-0.07,Kepler,154.92,0.95,0.176,129.9,4.439e-05,0.832
6.2,1.36752316,-6.442e-06,-6.2,0.0,-78.0,CANDIDATE,78.0,5836.0,-0.06,788.47,0.0,1684.0,-373.37,0.13,-0.083,Kepler,1899.59,0.82,0.166,61.0,6.442e-06,1.048
0.0,2.49777454,0.0,0.0,0.0,-255.0,FALSE POSITIVE,170.0,7117.0,-0.55,3782.73,0.0,2264.0,-3248.77,0.45,-0.568,Kepler,6214.34,2.14,0.464,78.7,0.0,2.211
16.5,1.9997244,-1.979e-05,-16.5,0.0,-175.0,CANDIDATE,146.0,5838.0,-0.09,608.84,0.0,1385.0,-251.28,0.2,-0.093,Kepler,870.41,0.84,0.216,85.1,1.979e-05,0.897
81.7,1.51264208,-3.24e-07,-81.7,0.0,-142.0,FALSE POSITIVE,158.0,5258.0,-4.12,366.96,0.0,1357.0,-235.15,5.07,-0.091,Kepler,801.0,36.72,0.112,23842.0,3.24e-07,0.811
14.2,323.2575,-0.01651,-14.2,0.0,-79.0,FALSE POSITIVE,79.0,5866.0,-0.28,0.71,0.0,293.0,-0.52,0.31,-0.168,Kepler,1.73,2.01,0.185,286.8,0.01651,1.198
17.6,0.984971822,-1.85e-07,-17.6,0.0,-194.0,FALSE POSITIVE,162.0,6437.0,-11.39,6029.4,0.0,2321.0,-3001.82,17.09,-0.278,Kepler,6852.37,56.1,0.417,6683.5,1.85e-07,1.369
40.7,567.71329,-0.02832,-40.7,0.0,-205.0,FALSE POSITIVE,176.0,6248.0,-1.32,2.67,0.0,325.0,-1.82,1.12,-0.804,Kepler,2.64,3.28,0.682,259.4,0.02832,1.996
40.4,9.31392071,-6.918e-05,-40.4,0.0,-194.0,FALSE POSITIVE,153.0,6032.0,-0.11,176.89,0.0,884.0,-39.76,0.53,-0.089,Kepler,144.19,1.25,0.408,163.7,6.918e-05,0.973
58.6,14.137062,-0.0001584,-58.6,0.0,-128.0,CANDIDATE,155.0,4861.0,-0.13,11.37,0.0,568.0,-6.47,0.19,-0.067,Kepler,24.62,1.37,0.096,393.0,0.0001584,0.709
5.0,2.32539968,-1.535e-05,-5.0,0.0,-232.0,FALSE POSITIVE,168.0,7046.0,-3.08,4664.22,0.0,2501.0,-5456.68,1.66,-0.861,Kepler,9234.82,9.76,0.464,288.1,1.535e-05,2.724
1.7,0.764597756,-3.699e-06,-1.7,0.0,-80.0,FALSE POSITIVE,80.0,6218.0,-0.16,5872.32,0.0,2708.0,-5342.8,0.12,-0.377,Kepler,12721.72,0.72,0.308,16.6,3.699e-06,1.726
12.8,4.78113942,-6.037e-05,-12.8,0.0,-154.0,CANDIDATE,154.0,5683.0,-0.22,316.02,0.0,1130.0,-156.84,0.31,-0.207,Kepler,386.46,1.14,0.31,105.8,6.037e-05,1.115
17.5,7.18864064,-7.758e-05,-17.5,0.0,-154.0,CANDIDATE,154.0,5683.0,-0.24,183.07,0.0,987.0,-90.85,0.36,-0.207,Kepler,223.87,1.3,0.31,133.5,7.758e-05,1.115
169.0,4.101595158,-1.74e-07,-169.0,0.0,-152.0,FALSE POSITIVE,152.0,5610.0,-4.87,176.33,0.0,1028.0,-70.46,11.44,-0.077,Kepler,264.23,51.08,0.181,366580.0,1.74e-07,0.808
422.0,2.43574046,-2.598e-05,-422.0,0.0,-374.0,FALSE POSITIVE,230.0,7239.0,-5.18,4444.25,0.0,2102.0,-2288.69,7.79,-0.375,Kepler,4614.94,24.62,0.563,6223.0,2.598e-05,1.781
38.5,2.756536015,-1.343e-06,-38.5,0.0,-147.0,FALSE POSITIVE,164.0,5496.0,-23.86,1006.97,0.0,1580.0,-1020.86,12.84,-0.693,Kepler,1472.73,57.46,0.373,3590.8,1.343e-06,1.669
196.0,13.99585365,-1.71e-05,-196.0,0.0,-203.0,FALSE POSITIVE,203.0,5638.0,-266.6,604.3,0.0,1202.0,-461.0,143.5,-1.956,Kepler,493.55,368.42,1.053,19681.0,1.71e-05,2.703
32.0,4.320850062,-3.32e-07,-32.0,0.0,-236.0,FALSE POSITIVE,193.0,6098.0,-8.19,515.8,0.0,1221.0,-192.13,19.12,-0.15,Kepler,524.62,59.16,0.35,75927.0,3.32e-07,1.083
18.0,8.6532378,-0.0001361,-18.0,0.0,-83.0,FALSE POSITIVE,75.0,5561.0,-0.04,32.28,0.0,793.0,-12.37,0.12,-0.034,Kepler,93.75,0.96,0.11,126.0,0.0001361,0.854
19.9,5.197420145,-2.44e-07,-19.9,0.0,-197.0,FALSE POSITIVE,197.0,6248.0,-30.82,735.81,0.0,1416.0,-626.86,20.54,-0.578,Kepler,949.86,81.49,0.385,91307.0,2.44e-07,1.528
10.8,2.183517999,-1.891e-06,-10.8,0.0,-56.0,FALSE POSITIVE,89.0,3198.0,-607.0,467872.58,0.0,9791.0,-642965.7,202.3,-21.315,Kepler,2169685.72,4633.66,7.105,1321.6,1.891e-06,162.725
88.0,383.61248,-0.02732,-88.0,0.0,-169.0,FALSE POSITIVE,154.0,6011.0,-0.19,0.9,0.0,248.0,-0.22,0.79,-0.073,Kepler,0.9,2.3,0.314,619.3,0.02732,0.902
37.8,1.945914237,-5.64e-07,-37.8,0.0,-179.0,FALSE POSITIVE,179.0,5967.0,-4.15,675.04,0.0,1417.0,-293.98,8.32,-0.096,Kepler,955.56,35.94,0.192,9880.5,5.64e-07,0.83
37.4,27.122801,-0.001009,-37.4,0.0,-189.0,CANDIDATE,157.0,5878.0,-0.13,33.94,0.0,594.0,-7.78,0.57,-0.08,Kepler,29.38,1.46,0.371,234.7,0.001009,0.945
0.0,2.500560859,0.0,0.0,0.0,-206.0,FALSE POSITIVE,169.0,6305.0,-0.06,1116.77,0.0,1486.0,-352.76,0.16,-0.116,Kepler,1149.55,0.48,0.349,20.4,0.0,1.052
65.9,5.62241111,-3.876e-05,-65.9,0.0,-95.0,CANDIDATE,70.0,3894.0,-0.11,6.6,0.0,561.0,-5.95,0.11,-0.05,Kepler,23.43,1.17,0.05,464.1,3.876e-05,0.541
1.6,1.25625738,-2.293e-05,-1.6,0.0,-304.0,FALSE POSITIVE,235.0,7450.0,-0.57,23536.57,0.0,3507.0,-26126.36,0.28,-1.336,Kepler,35745.58,1.32,0.644,15.2,2.293e-05,3.063
15.0,21.142458554,-7.91e-07,-15.0,0.0,-190.0,FALSE POSITIVE,169.0,6079.0,-4.45,45.69,0.0,672.0,-14.31,13.41,-0.101,Kepler,48.12,41.68,0.304,73961.0,7.91e-07,0.945
22.9,11.2901559,-0.0006136,-22.9,0.0,-168.0,CANDIDATE,187.0,5025.0,-0.08,17.51,0.0,617.0,-9.46,0.12,-0.059,Kepler,34.17,0.88,0.094,163.8,0.0006136,0.657
2.9,0.99519559,-1.501e-05,-2.9,0.0,-140.0,FALSE POSITIVE,176.0,5506.0,-0.03,2171.7,0.0,1624.0,-465.38,0.12,-0.085,Kepler,1642.44,0.29,0.337,13.7,1.501e-05,0.782
33.2,25.150788449,-3.878e-06,-33.2,0.0,-211.0,FALSE POSITIVE,190.0,6015.0,-7.57,46.29,0.0,686.0,-22.78,11.37,-0.213,Kepler,52.23,39.12,0.32,37583.0,3.878e-06,1.101
21.3,7.21636091,-1.721e-05,-21.3,0.0,-159.0,FALSE POSITIVE,39.0,5029.0,-4.07,720.23,0.0,2146.0,-2367.61,0.96,-2.138,Kepler,5009.17,18.03,0.503,384.7,1.721e-05,9.476
32.6,7.1356633,-5.457e-05,-32.6,0.0,-148.0,CANDIDATE,148.0,4926.0,-0.14,22.57,0.0,751.0,-21.14,0.1,-0.078,Kepler,75.39,1.38,0.059,255.5,5.457e-05,0.793
44.3,12.591656377,-5.06e-07,-44.3,0.0,-143.0,FALSE POSITIVE,159.0,5293.0,-3.71,20.85,0.0,642.0,-9.41,7.94,-0.057,Kepler,40.23,49.21,0.122,302580.0,5.06e-07,0.756
3.6,1.044408447,-8.477e-06,-3.6,0.0,-303.0,FALSE POSITIVE,219.0,7274.0,-0.19,30144.16,0.0,2745.0,-5459.3,0.82,-0.274,Kepler,13421.48,1.17,1.185,46.2,8.477e-06,1.698
2.7,0.97705114,-2.969e-05,-2.7,0.0,-78.0,FALSE POSITIVE,78.0,6527.0,-0.1,4225.37,0.0,2501.0,-2580.21,0.13,-0.212,Kepler,9261.1,0.77,0.291,20.1,2.969e-05,1.631
20.1,5.407157086,-3.18e-07,-20.1,0.0,-319.0,FALSE POSITIVE,239.0,7617.0,-52.98,2115.0,0.0,1984.0,-2630.44,22.73,-1.026,Kepler,3667.86,125.96,0.44,74653.0,3.18e-07,2.439
70.3,30.971766472,-2.362e-06,-70.3,0.0,-169.0,FALSE POSITIVE,169.0,5633.0,-4.55,14.22,0.0,523.0,-4.68,13.73,-0.073,Kepler,17.73,51.72,0.22,228680.0,2.362e-06,0.829
